1,76,151,222
2,77,152,219
3,74,149,224
3,78,153,216
4,79,154,213
5,80,155,210
6,73,148,223
6,81,156,207
7,82,157,204
8,83,158,201
9,72,147,222
9,84,159,198
10,85,160,195
11,86,161,192
12,71,146,221
12,87,162,189
13,88,163,186
14,89,164,183
15,70,145,220
15,90,150,195
15,90,165,180
15,105,150,180
16,91,166,177
17,92,167,174
18,69,144,219
18,93,168,171
19,94,168,169
20,95,165,170
21,68,143,218
21,96,162,171
22,97,159,172
23,98,156,173
24,67,142,217
24,99,153,174
25,100,150,175
26,101,147,176
27,66,141,216
27,102,144,177
28,103,141,178
29,104,138,179
30,65,140,215
30,75,135,210
30,75,165,180
30,105,135,180
31,106,132,181
32,107,129,182
33,64,139,214
33,108,126,183
34,109,123,184
35,110,120,185
36,63,138,213
36,111,117,186
37,112,114,187
38,111,113,188
39,62,137,212
39,108,114,189
40,105,115,190
41,102,116,191
42,61,136,211
42,99,117,192
43,96,118,193
44,93,119,194
45,60,135,210
45,60,150,195
45,75,120,210
45,90,120,195
46,87,121,196
47,84,122,197
48,59,134,209
48,81,123,198
49,78,124,199
50,75,125,200
51,58,133,208
51,72,126,201
52,69,127,202
53,66,128,203
54,57,132,207
54,63,129,204
55,60,130,205
56,57,131,206
60,105,135,150
75,90,120,165
