1,2,76,151,222,223
1,2,77,152,219,224
1,3,78,153,216,224
1,4,76,151,221,222
1,4,79,154,213,224
1,5,76,151,220,222
1,5,80,155,210,224
1,6,73,148,223,224
1,6,76,151,219,222
1,6,81,156,207,224
1,7,76,151,218,222
1,7,82,157,204,224
1,8,76,151,217,222
1,8,83,158,201,224
1,9,72,147,222,224
1,9,76,151,216,222
1,9,84,159,198,224
1,10,76,151,215,222
1,10,85,160,195,224
1,11,76,151,214,222
1,11,86,161,192,224
1,12,71,146,221,224
1,12,76,151,213,222
1,12,87,162,189,224
1,13,76,151,212,222
1,13,88,163,186,224
1,14,76,151,211,222
1,14,89,164,183,224
1,15,70,145,220,224
1,15,76,151,210,222
1,15,90,150,195,224
1,15,90,165,180,224
1,15,105,150,180,224
1,16,76,151,209,222
1,16,91,166,177,224
1,17,76,151,208,222
1,17,92,167,174,224
1,18,69,144,219,224
1,18,76,151,207,222
1,18,93,168,171,224
1,19,76,151,206,222
1,19,94,168,169,224
1,20,76,151,205,222
1,20,95,165,170,224
1,21,68,143,218,224
1,21,76,151,204,222
1,21,96,162,171,224
1,22,76,151,203,222
1,22,97,159,172,224
1,23,76,151,202,222
1,23,98,156,173,224
1,24,67,142,217,224
1,24,76,151,201,222
1,24,99,153,174,224
1,25,76,151,200,222
1,25,100,150,175,224
1,26,76,151,199,222
1,26,101,147,176,224
1,27,66,141,216,224
1,27,76,151,198,222
1,27,102,144,177,224
1,28,76,151,197,222
1,28,103,141,178,224
1,29,76,151,196,222
1,29,104,138,179,224
1,30,65,140,215,224
1,30,75,135,210,224
1,30,75,165,180,224
1,30,76,151,195,222
1,30,105,135,180,224
1,31,76,151,194,222
1,31,106,132,181,224
1,32,76,151,193,222
1,32,107,129,182,224
1,33,64,139,214,224
1,33,76,151,192,222
1,33,108,126,183,224
1,34,76,151,191,222
1,34,109,123,184,224
1,35,76,151,190,222
1,35,110,120,185,224
1,36,63,138,213,224
1,36,76,151,189,222
1,36,111,117,186,224
1,37,76,151,188,222
1,37,112,114,187,224
1,38,76,151,187,222
1,38,111,113,188,224
1,39,62,137,212,224
1,39,76,151,186,222
1,39,108,114,189,224
1,40,76,151,185,222
1,40,105,115,190,224
1,41,76,151,184,222
1,41,102,116,191,224
1,42,61,136,211,224
1,42,76,151,183,222
1,42,99,117,192,224
1,43,76,151,182,222
1,43,96,118,193,224
1,44,76,151,181,222
1,44,93,119,194,224
1,45,60,135,210,224
1,45,60,150,195,224
1,45,75,120,210,224
1,45,76,151,180,222
1,45,90,120,195,224
1,46,76,151,179,222
1,46,87,121,196,224
1,46,91,136,181,220
1,47,76,151,178,222
1,47,84,122,197,224
1,48,59,134,209,224
1,48,76,151,177,222
1,48,81,123,198,224
1,49,76,151,176,222
1,49,78,124,199,224
1,50,75,125,200,224
1,50,76,151,175,222
1,51,58,133,208,224
1,51,72,126,201,224
1,51,76,151,174,222
1,52,69,127,202,224
1,52,76,151,173,222
1,53,66,128,203,224
1,53,76,151,172,222
1,54,57,132,207,224
