The program took 60.085206031799316 seconds to complete.
The number of tuple(s) in the V set is: 596
The number of tuple(s) in the E set is: 596
The number of tuple(s) with no pairs is: 14
The number of indecomposable tuple(s) is: 0

The tuples in the V set are:
(1, 2, 3, 8, 15, 22, 29, 30, 32, 33)
(1, 2, 3, 8, 16, 23, 28, 30, 31, 33)
(1, 2, 3, 9, 16, 23, 25, 30, 32, 34)
(1, 2, 3, 10, 17, 20, 24, 31, 33, 34)
(1, 2, 3, 16, 17, 21, 22, 30, 31, 32)
(1, 2, 4, 8, 15, 22, 29, 30, 31, 33)
(1, 2, 4, 9, 16, 23, 25, 30, 31, 34)
(1, 2, 4, 11, 15, 18, 25, 32, 33, 34)
(1, 2, 6, 9, 16, 23, 25, 29, 30, 34)
(1, 2, 6, 11, 16, 21, 25, 27, 32, 34)
(1, 2, 6, 11, 16, 21, 26, 28, 31, 33)
(1, 2, 6, 16, 17, 20, 21, 27, 31, 34)
(1, 2, 6, 16, 17, 21, 22, 29, 30, 31)
(1, 2, 7, 8, 15, 22, 28, 29, 30, 33)
(1, 2, 7, 9, 16, 23, 25, 28, 30, 34)
(1, 2, 7, 9, 17, 22, 24, 29, 30, 34)
(1, 2, 7, 12, 17, 21, 22, 27, 32, 34)
(1, 2, 7, 16, 17, 21, 22, 28, 30, 31)
(1, 2, 8, 9, 15, 22, 26, 29, 30, 33)
(1, 2, 8, 9, 16, 23, 25, 27, 30, 34)
(1, 2, 8, 10, 15, 22, 25, 29, 30, 33)
(1, 2, 8, 11, 15, 22, 24, 29, 30, 33)
(1, 2, 8, 12, 15, 22, 23, 29, 30, 33)
(1, 2, 8, 14, 15, 21, 22, 29, 30, 33)
(1, 2, 8, 15, 16, 19, 22, 29, 30, 33)
(1, 2, 8, 15, 17, 18, 22, 29, 30, 33)
(1, 2, 8, 16, 17, 21, 22, 27, 30, 31)
(1, 2, 9, 11, 16, 23, 24, 25, 30, 34)
(1, 2, 9, 13, 16, 22, 23, 25, 30, 34)
(1, 2, 9, 14, 16, 21, 23, 25, 30, 34)
(1, 2, 9, 15, 16, 20, 23, 25, 30, 34)
(1, 2, 9, 16, 17, 18, 23, 25, 30, 34)
(1, 2, 9, 16, 17, 21, 22, 26, 30, 31)
(1, 2, 10, 12, 17, 21, 22, 26, 31, 33)
(1, 2, 10, 16, 17, 21, 22, 25, 30, 31)
(1, 2, 11, 12, 15, 21, 22, 26, 32, 33)
(1, 2, 11, 15, 16, 21, 22, 25, 30, 32)
(1, 2, 11, 16, 17, 21, 22, 24, 30, 31)
