For m = 841 and d = 15
The program took 0.002207040786743164 seconds to complete. 
The number of indecomposable tuple(s) is: 28

The indecomposable tuples are:
(1, 30, 59, 88, 117, 146, 175, 204, 233, 262, 291, 320, 349, 378, 407, -405, -376, -347, -318, -289, -260, -231, -202, -173, -144, -115, -86, -57, -29, -28) -> max value: 407
(2, 31, 60, 89, 118, 147, 176, 205, 234, 263, 292, 321, 350, 379, 408, -404, -375, -346, -317, -288, -259, -230, -201, -172, -143, -114, -85, -58, -56, -27) -> max value: 408
(3, 32, 61, 90, 119, 148, 177, 206, 235, 264, 293, 322, 351, 380, 409, -403, -374, -345, -316, -287, -258, -229, -200, -171, -142, -113, -87, -84, -55, -26) -> max value: 409
(4, 33, 62, 91, 120, 149, 178, 207, 236, 265, 294, 323, 352, 381, 410, -402, -373, -344, -315, -286, -257, -228, -199, -170, -141, -116, -112, -83, -54, -25) -> max value: 410
(5, 34, 63, 92, 121, 150, 179, 208, 237, 266, 295, 324, 353, 382, 411, -401, -372, -343, -314, -285, -256, -227, -198, -169, -145, -140, -111, -82, -53, -24) -> max value: 411
(6, 35, 64, 93, 122, 151, 180, 209, 238, 267, 296, 325, 354, 383, 412, -400, -371, -342, -313, -284, -255, -226, -197, -174, -168, -139, -110, -81, -52, -23) -> max value: 412
(7, 36, 65, 94, 123, 152, 181, 210, 239, 268, 297, 326, 355, 384, 413, -399, -370, -341, -312, -283, -254, -225, -203, -196, -167, -138, -109, -80, -51, -22) -> max value: 413
(8, 37, 66, 95, 124, 153, 182, 211, 240, 269, 298, 327, 356, 385, 414, -398, -369, -340, -311, -282, -253, -232, -224, -195, -166, -137, -108, -79, -50, -21) -> max value: 414
(9, 38, 67, 96, 125, 154, 183, 212, 241, 270, 299, 328, 357, 386, 415, -397, -368, -339, -310, -281, -261, -252, -223, -194, -165, -136, -107, -78, -49, -20) -> max value: 415
(10, 39, 68, 97, 126, 155, 184, 213, 242, 271, 300, 329, 358, 387, 416, -396, -367, -338, -309, -290, -280, -251, -222, -193, -164, -135, -106, -77, -48, -19) -> max value: 416
(11, 40, 69, 98, 127, 156, 185, 214, 243, 272, 301, 330, 359, 388, 417, -395, -366, -337, -319, -308, -279, -250, -221, -192, -163, -134, -105, -76, -47, -18) -> max value: 417
(12, 41, 70, 99, 128, 157, 186, 215, 244, 273, 302, 331, 360, 389, 418, -394, -365, -348, -336, -307, -278, -249, -220, -191, -162, -133, -104, -75, -46, -17) -> max value: 418
(13, 42, 71, 100, 129, 158, 187, 216, 245, 274, 303, 332, 361, 390, 419, -393, -377, -364, -335, -306, -277, -248, -219, -190, -161, -132, -103, -74, -45, -16) -> max value: 419
(14, 43, 72, 101, 130, 159, 188, 217, 246, 275, 304, 333, 362, 391, 420, -406, -392, -363, -334, -305, -276, -247, -218, -189, -160, -131, -102, -73, -44, -15) -> max value: 420
(15, 44, 73, 102, 131, 160, 189, 218, 247, 276, 305, 334, 363, 392, 406, -420, -391, -362, -333, -304, -275, -246, -217, -188, -159, -130, -101, -72, -43, -14) -> max value: -420
(16, 45, 74, 103, 132, 161, 190, 219, 248, 277, 306, 335, 364, 377, 393, -419, -390, -361, -332, -303, -274, -245, -216, -187, -158, -129, -100, -71, -42, -13) -> max value: -419
(17, 46, 75, 104, 133, 162, 191, 220, 249, 278, 307, 336, 348, 365, 394, -418, -389, -360, -331, -302, -273, -244, -215, -186, -157, -128, -99, -70, -41, -12) -> max value: -418
(18, 47, 76, 105, 134, 163, 192, 221, 250, 279, 308, 319, 337, 366, 395, -417, -388, -359, -330, -301, -272, -243, -214, -185, -156, -127, -98, -69, -40, -11) -> max value: -417
(19, 48, 77, 106, 135, 164, 193, 222, 251, 280, 290, 309, 338, 367, 396, -416, -387, -358, -329, -300, -271, -242, -213, -184, -155, -126, -97, -68, -39, -10) -> max value: -416
(20, 49, 78, 107, 136, 165, 194, 223, 252, 261, 281, 310, 339, 368, 397, -415, -386, -357, -328, -299, -270, -241, -212, -183, -154, -125, -96, -67, -38, -9) -> max value: -415
(21, 50, 79, 108, 137, 166, 195, 224, 232, 253, 282, 311, 340, 369, 398, -414, -385, -356, -327, -298, -269, -240, -211, -182, -153, -124, -95, -66, -37, -8) -> max value: -414
