For m = 361 and d = 10
The program took 0.0010423660278320312 seconds to complete. 
The number of indecomposable tuple(s) is: 18

The indecomposable tuples are:
(1, 20, 39, 58, 77, 96, 115, 134, 153, 172, 191, 210, 229, 248, 267, 286, 305, 324, 342, 343)
(2, 21, 40, 59, 78, 97, 116, 135, 154, 173, 192, 211, 230, 249, 268, 287, 306, 323, 325, 344)
(3, 22, 41, 60, 79, 98, 117, 136, 155, 174, 193, 212, 231, 250, 269, 288, 304, 307, 326, 345)
(4, 23, 42, 61, 80, 99, 118, 137, 156, 175, 194, 213, 232, 251, 270, 285, 289, 308, 327, 346)
(5, 24, 43, 62, 81, 100, 119, 138, 157, 176, 195, 214, 233, 252, 266, 271, 290, 309, 328, 347)
(6, 25, 44, 63, 82, 101, 120, 139, 158, 177, 196, 215, 234, 247, 253, 272, 291, 310, 329, 348)
(7, 26, 45, 64, 83, 102, 121, 140, 159, 178, 197, 216, 228, 235, 254, 273, 292, 311, 330, 349)
(8, 27, 46, 65, 84, 103, 122, 141, 160, 179, 198, 209, 217, 236, 255, 274, 293, 312, 331, 350)
(9, 28, 47, 66, 85, 104, 123, 142, 161, 180, 190, 199, 218, 237, 256, 275, 294, 313, 332, 351)
(10, 29, 48, 67, 86, 105, 124, 143, 162, 171, 181, 200, 219, 238, 257, 276, 295, 314, 333, 352)
(11, 30, 49, 68, 87, 106, 125, 144, 152, 163, 182, 201, 220, 239, 258, 277, 296, 315, 334, 353)
(12, 31, 50, 69, 88, 107, 126, 133, 145, 164, 183, 202, 221, 240, 259, 278, 297, 316, 335, 354)
(13, 32, 51, 70, 89, 108, 114, 127, 146, 165, 184, 203, 222, 241, 260, 279, 298, 317, 336, 355)
(14, 33, 52, 71, 90, 95, 109, 128, 147, 166, 185, 204, 223, 242, 261, 280, 299, 318, 337, 356)
(15, 34, 53, 72, 76, 91, 110, 129, 148, 167, 186, 205, 224, 243, 262, 281, 300, 319, 338, 357)
(16, 35, 54, 57, 73, 92, 111, 130, 149, 168, 187, 206, 225, 244, 263, 282, 301, 320, 339, 358)
(17, 36, 38, 55, 74, 93, 112, 131, 150, 169, 188, 207, 226, 245, 264, 283, 302, 321, 340, 359)
(18, 19, 37, 56, 75, 94, 113, 132, 151, 170, 189, 208, 227, 246, 265, 284, 303, 322, 341, 360)
