Running method validate_set_V(m = 51, d = 8) and generating using halves:

Summary:
given m = 51, d = 8
Calculations took 0 days, 2 hours, 28 minutes, 36 seconds, 417 miliseconds, 352 microseconds, 500 nanoseconds.
Z/mZ:  [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]
Z/mZ*: [1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 16, 19, 20, 22, 23, 25, 26, 28, 29, 31, 32, 35, 37, 38, 40, 41, 43, 44, 46, 47, 49, 50]
All ascending & non-repeating tuple (size 16) combinations possible for the U set: 4923689695575
                      V set: contains 2490791 tuples
          all_are_pairs set: contains 1081575 tuples
         some_are_pairs set: contains 1408928 tuples
         none_are_pairs set: contains 288 tuples
         indecomposable set: contains 0 tuples
decomposable & no pairs set: contains 288 tuples
     exceptional_cycles set: contains 1409216 tuples

Print none_are_pairs (contains 288 tuples): {
(5, 7, 8, 11, 14, 16, 22, 25, 28, 30, 31, 32, 39, 41, 49, 50)
(1, 6, 10, 12, 15, 20, 21, 23, 26, 29, 35, 37, 40, 43, 44, 46)
(1, 2, 4, 9, 19, 21, 23, 24, 26, 35, 36, 38, 39, 40, 43, 48)
(2, 8, 12, 13, 14, 19, 23, 25, 27, 30, 31, 33, 36, 40, 47, 48)
(1, 2, 10, 12, 19, 20, 21, 23, 26, 29, 35, 37, 40, 43, 44, 46)
(3, 4, 7, 11, 15, 18, 20, 24, 28, 32, 37, 38, 39, 41, 42, 49)
(5, 7, 8, 11, 14, 16, 22, 25, 28, 30, 31, 36, 39, 41, 45, 50)
(3, 6, 10, 12, 15, 20, 21, 23, 27, 29, 33, 37, 40, 42, 44, 46)
(3, 5, 6, 9, 10, 13, 16, 22, 26, 32, 33, 43, 44, 47, 49, 50)
(3, 6, 8, 12, 13, 15, 16, 25, 27, 30, 32, 33, 42, 47, 49, 50)
(1, 4, 6, 15, 18, 20, 21, 24, 26, 32, 35, 37, 38, 39, 43, 49)
(4, 6, 7, 8, 14, 15, 16, 25, 31, 32, 33, 38, 39, 41, 49, 50)
(4, 6, 8, 14, 15, 16, 21, 25, 27, 31, 32, 33, 38, 39, 49, 50)
(1, 5, 6, 7, 18, 20, 22, 24, 30, 32, 35, 37, 39, 41, 42, 49)
(2, 3, 4, 9, 16, 19, 21, 24, 26, 29, 33, 38, 43, 45, 46, 50)
(2, 3, 4, 8, 16, 19, 21, 25, 27, 33, 36, 38, 39, 42, 45, 50)
(1, 5, 6, 10, 20, 21, 22, 23, 26, 35, 36, 37, 39, 40, 43, 44)
(3, 4, 7, 8, 11, 15, 16, 25, 28, 32, 38, 39, 41, 42, 49, 50)
(1, 5, 6, 10, 18, 20, 21, 22, 27, 32, 35, 37, 39, 42, 44, 49)
(1, 7, 9, 12, 13, 15, 18, 24, 28, 30, 31, 34, 43, 46, 48, 49)
(3, 5, 7, 11, 18, 20, 22, 24, 28, 30, 32, 37, 39, 41, 42, 49)
(2, 3, 4, 19, 20, 21, 23, 24, 26, 33, 36, 37, 38, 39, 40, 43)
(4, 7, 8, 11, 14, 15, 16, 25, 28, 31, 32, 38, 39, 41, 49, 50)
(1, 5, 6, 8, 13, 18, 22, 25, 27, 30, 32, 35, 42, 47, 48, 49)
(3, 5, 6, 10, 13, 20, 22, 23, 27, 33, 36, 37, 40, 42, 44, 47)
(1, 2, 4, 19, 20, 21, 23, 24, 26, 29, 35, 37, 38, 40, 43, 46)
(1, 2, 9, 12, 13, 18, 19, 24, 26, 30, 35, 36, 43, 45, 47, 48)
(6, 9, 10, 12, 14, 15, 21, 23, 27, 29, 31, 33, 40, 44, 46, 48)
(3, 5, 8, 11, 13, 16, 22, 25, 27, 28, 30, 32, 42, 47, 49, 50)
(1, 5, 6, 7, 8, 22, 23, 25, 30, 35, 36, 39, 40, 41, 42, 48)
(5, 6, 8, 13, 14, 22, 23, 25, 27, 30, 31, 33, 36, 40, 47, 48)
(5, 6, 9, 10, 14, 16, 21, 22, 27, 31, 32, 33, 39, 44, 49, 50)
