1,52,103,154,205,256,307,358,409,460,511,562,613,664,715,766,817,868,919,970,1021,1072,1123,1174,1225,1276,-1274,-1223,-1172,-1121,-1070,-1019,-968,-917,-866,-815,-764,-713,-662,-611,-560,-509,-458,-407,-356,-305,-254,-203,-152,-101,-51,-50,MAX=1276
2,53,104,155,206,257,308,359,410,461,512,563,614,665,716,767,818,869,920,971,1022,1073,1124,1175,1226,1277,-1273,-1222,-1171,-1120,-1069,-1018,-967,-916,-865,-814,-763,-712,-661,-610,-559,-508,-457,-406,-355,-304,-253,-202,-151,-102,-100,-49,MAX=1277
3,54,105,156,207,258,309,360,411,462,513,564,615,666,717,768,819,870,921,972,1023,1074,1125,1176,1227,1278,-1272,-1221,-1170,-1119,-1068,-1017,-966,-915,-864,-813,-762,-711,-660,-609,-558,-507,-456,-405,-354,-303,-252,-201,-153,-150,-99,-48,MAX=1278
4,55,106,157,208,259,310,361,412,463,514,565,616,667,718,769,820,871,922,973,1024,1075,1126,1177,1228,1279,-1271,-1220,-1169,-1118,-1067,-1016,-965,-914,-863,-812,-761,-710,-659,-608,-557,-506,-455,-404,-353,-302,-251,-204,-200,-149,-98,-47,MAX=1279
5,56,107,158,209,260,311,362,413,464,515,566,617,668,719,770,821,872,923,974,1025,1076,1127,1178,1229,1280,-1270,-1219,-1168,-1117,-1066,-1015,-964,-913,-862,-811,-760,-709,-658,-607,-556,-505,-454,-403,-352,-301,-255,-250,-199,-148,-97,-46,MAX=1280
6,57,108,159,210,261,312,363,414,465,516,567,618,669,720,771,822,873,924,975,1026,1077,1128,1179,1230,1281,-1269,-1218,-1167,-1116,-1065,-1014,-963,-912,-861,-810,-759,-708,-657,-606,-555,-504,-453,-402,-351,-306,-300,-249,-198,-147,-96,-45,MAX=1281
7,58,109,160,211,262,313,364,415,466,517,568,619,670,721,772,823,874,925,976,1027,1078,1129,1180,1231,1282,-1268,-1217,-1166,-1115,-1064,-1013,-962,-911,-860,-809,-758,-707,-656,-605,-554,-503,-452,-401,-357,-350,-299,-248,-197,-146,-95,-44,MAX=1282
8,59,110,161,212,263,314,365,416,467,518,569,620,671,722,773,824,875,926,977,1028,1079,1130,1181,1232,1283,-1267,-1216,-1165,-1114,-1063,-1012,-961,-910,-859,-808,-757,-706,-655,-604,-553,-502,-451,-408,-400,-349,-298,-247,-196,-145,-94,-43,MAX=1283
9,60,111,162,213,264,315,366,417,468,519,570,621,672,723,774,825,876,927,978,1029,1080,1131,1182,1233,1284,-1266,-1215,-1164,-1113,-1062,-1011,-960,-909,-858,-807,-756,-705,-654,-603,-552,-501,-459,-450,-399,-348,-297,-246,-195,-144,-93,-42,MAX=1284
10,61,112,163,214,265,316,367,418,469,520,571,622,673,724,775,826,877,928,979,1030,1081,1132,1183,1234,1285,-1265,-1214,-1163,-1112,-1061,-1010,-959,-908,-857,-806,-755,-704,-653,-602,-551,-510,-500,-449,-398,-347,-296,-245,-194,-143,-92,-41,MAX=1285
11,62,113,164,215,266,317,368,419,470,521,572,623,674,725,776,827,878,929,980,1031,1082,1133,1184,1235,1286,-1264,-1213,-1162,-1111,-1060,-1009,-958,-907,-856,-805,-754,-703,-652,-601,-561,-550,-499,-448,-397,-346,-295,-244,-193,-142,-91,-40,MAX=1286
12,63,114,165,216,267,318,369,420,471,522,573,624,675,726,777,828,879,930,981,1032,1083,1134,1185,1236,1287,-1263,-1212,-1161,-1110,-1059,-1008,-957,-906,-855,-804,-753,-702,-651,-612,-600,-549,-498,-447,-396,-345,-294,-243,-192,-141,-90,-39,MAX=1287
13,64,115,166,217,268,319,370,421,472,523,574,625,676,727,778,829,880,931,982,1033,1084,1135,1186,1237,1288,-1262,-1211,-1160,-1109,-1058,-1007,-956,-905,-854,-803,-752,-701,-663,-650,-599,-548,-497,-446,-395,-344,-293,-242,-191,-140,-89,-38,MAX=1288
14,65,116,167,218,269,320,371,422,473,524,575,626,677,728,779,830,881,932,983,1034,1085,1136,1187,1238,1289,-1261,-1210,-1159,-1108,-1057,-1006,-955,-904,-853,-802,-751,-714,-700,-649,-598,-547,-496,-445,-394,-343,-292,-241,-190,-139,-88,-37,MAX=1289
15,66,117,168,219,270,321,372,423,474,525,576,627,678,729,780,831,882,933,984,1035,1086,1137,1188,1239,1290,-1260,-1209,-1158,-1107,-1056,-1005,-954,-903,-852,-801,-765,-750,-699,-648,-597,-546,-495,-444,-393,-342,-291,-240,-189,-138,-87,-36,MAX=1290
16,67,118,169,220,271,322,373,424,475,526,577,628,679,730,781,832,883,934,985,1036,1087,1138,1189,1240,1291,-1259,-1208,-1157,-1106,-1055,-1004,-953,-902,-851,-816,-800,-749,-698,-647,-596,-545,-494,-443,-392,-341,-290,-239,-188,-137,-86,-35,MAX=1291
17,68,119,170,221,272,323,374,425,476,527,578,629,680,731,782,833,884,935,986,1037,1088,1139,1190,1241,1292,-1258,-1207,-1156,-1105,-1054,-1003,-952,-901,-867,-850,-799,-748,-697,-646,-595,-544,-493,-442,-391,-340,-289,-238,-187,-136,-85,-34,MAX=1292
18,69,120,171,222,273,324,375,426,477,528,579,630,681,732,783,834,885,936,987,1038,1089,1140,1191,1242,1293,-1257,-1206,-1155,-1104,-1053,-1002,-951,-918,-900,-849,-798,-747,-696,-645,-594,-543,-492,-441,-390,-339,-288,-237,-186,-135,-84,-33,MAX=1293
19,70,121,172,223,274,325,376,427,478,529,580,631,682,733,784,835,886,937,988,1039,1090,1141,1192,1243,1294,-1256,-1205,-1154,-1103,-1052,-1001,-969,-950,-899,-848,-797,-746,-695,-644,-593,-542,-491,-440,-389,-338,-287,-236,-185,-134,-83,-32,MAX=1294
20,71,122,173,224,275,326,377,428,479,530,581,632,683,734,785,836,887,938,989,1040,1091,1142,1193,1244,1295,-1255,-1204,-1153,-1102,-1051,-1020,-1000,-949,-898,-847,-796,-745,-694,-643,-592,-541,-490,-439,-388,-337,-286,-235,-184,-133,-82,-31,MAX=1295
21,72,123,174,225,276,327,378,429,480,531,582,633,684,735,786,837,888,939,990,1041,1092,1143,1194,1245,1296,-1254,-1203,-1152,-1101,-1071,-1050,-999,-948,-897,-846,-795,-744,-693,-642,-591,-540,-489,-438,-387,-336,-285,-234,-183,-132,-81,-30,MAX=1296
22,73,124,175,226,277,328,379,430,481,532,583,634,685,736,787,838,889,940,991,1042,1093,1144,1195,1246,1297,-1253,-1202,-1151,-1122,-1100,-1049,-998,-947,-896,-845,-794,-743,-692,-641,-590,-539,-488,-437,-386,-335,-284,-233,-182,-131,-80,-29,MAX=1297
23,74,125,176,227,278,329,380,431,482,533,584,635,686,737,788,839,890,941,992,1043,1094,1145,1196,1247,1298,-1252,-1201,-1173,-1150,-1099,-1048,-997,-946,-895,-844,-793,-742,-691,-640,-589,-538,-487,-436,-385,-334,-283,-232,-181,-130,-79,-28,MAX=1298
24,75,126,177,228,279,330,381,432,483,534,585,636,687,738,789,840,891,942,993,1044,1095,1146,1197,1248,1299,-1251,-1224,-1200,-1149,-1098,-1047,-996,-945,-894,-843,-792,-741,-690,-639,-588,-537,-486,-435,-384,-333,-282,-231,-180,-129,-78,-27,MAX=1299
25,76,127,178,229,280,331,382,433,484,535,586,637,688,739,790,841,892,943,994,1045,1096,1147,1198,1249,1300,-1275,-1250,-1199,-1148,-1097,-1046,-995,-944,-893,-842,-791,-740,-689,-638,-587,-536,-485,-434,-383,-332,-281,-230,-179,-128,-77,-26,MAX=1300
26,77,128,179,230,281,332,383,434,485,536,587,638,689,740,791,842,893,944,995,1046,1097,1148,1199,1250,1275,-1300,-1249,-1198,-1147,-1096,-1045,-994,-943,-892,-841,-790,-739,-688,-637,-586,-535,-484,-433,-382,-331,-280,-229,-178,-127,-76,-25,MAX=-1300
27,78,129,180,231,282,333,384,435,486,537,588,639,690,741,792,843,894,945,996,1047,1098,1149,1200,1224,1251,-1299,-1248,-1197,-1146,-1095,-1044,-993,-942,-891,-840,-789,-738,-687,-636,-585,-534,-483,-432,-381,-330,-279,-228,-177,-126,-75,-24,MAX=-1299
