1,34,67,100,133,166,199,232,265,298,331,364,397,430,463,496,529,-527,-494,-461,-428,-395,-362,-329,-296,-263,-230,-197,-164,-131,-98,-65,-33,-32,MAX=529
2,35,68,101,134,167,200,233,266,299,332,365,398,431,464,497,530,-526,-493,-460,-427,-394,-361,-328,-295,-262,-229,-196,-163,-130,-97,-66,-64,-31,MAX=530
3,36,69,102,135,168,201,234,267,300,333,366,399,432,465,498,531,-525,-492,-459,-426,-393,-360,-327,-294,-261,-228,-195,-162,-129,-99,-96,-63,-30,MAX=531
4,37,70,103,136,169,202,235,268,301,334,367,400,433,466,499,532,-524,-491,-458,-425,-392,-359,-326,-293,-260,-227,-194,-161,-132,-128,-95,-62,-29,MAX=532
5,38,71,104,137,170,203,236,269,302,335,368,401,434,467,500,533,-523,-490,-457,-424,-391,-358,-325,-292,-259,-226,-193,-165,-160,-127,-94,-61,-28,MAX=533
6,39,72,105,138,171,204,237,270,303,336,369,402,435,468,501,534,-522,-489,-456,-423,-390,-357,-324,-291,-258,-225,-198,-192,-159,-126,-93,-60,-27,MAX=534
7,40,73,106,139,172,205,238,271,304,337,370,403,436,469,502,535,-521,-488,-455,-422,-389,-356,-323,-290,-257,-231,-224,-191,-158,-125,-92,-59,-26,MAX=535
8,41,74,107,140,173,206,239,272,305,338,371,404,437,470,503,536,-520,-487,-454,-421,-388,-355,-322,-289,-264,-256,-223,-190,-157,-124,-91,-58,-25,MAX=536
9,42,75,108,141,174,207,240,273,306,339,372,405,438,471,504,537,-519,-486,-453,-420,-387,-354,-321,-297,-288,-255,-222,-189,-156,-123,-90,-57,-24,MAX=537
10,43,76,109,142,175,208,241,274,307,340,373,406,439,472,505,538,-518,-485,-452,-419,-386,-353,-330,-320,-287,-254,-221,-188,-155,-122,-89,-56,-23,MAX=538
11,44,77,110,143,176,209,242,275,308,341,374,407,440,473,506,539,-517,-484,-451,-418,-385,-363,-352,-319,-286,-253,-220,-187,-154,-121,-88,-55,-22,MAX=539
12,45,78,111,144,177,210,243,276,309,342,375,408,441,474,507,540,-516,-483,-450,-417,-396,-384,-351,-318,-285,-252,-219,-186,-153,-120,-87,-54,-21,MAX=540
13,46,79,112,145,178,211,244,277,310,343,376,409,442,475,508,541,-515,-482,-449,-429,-416,-383,-350,-317,-284,-251,-218,-185,-152,-119,-86,-53,-20,MAX=541
14,47,80,113,146,179,212,245,278,311,344,377,410,443,476,509,542,-514,-481,-462,-448,-415,-382,-349,-316,-283,-250,-217,-184,-151,-118,-85,-52,-19,MAX=542
15,48,81,114,147,180,213,246,279,312,345,378,411,444,477,510,543,-513,-495,-480,-447,-414,-381,-348,-315,-282,-249,-216,-183,-150,-117,-84,-51,-18,MAX=543
16,49,82,115,148,181,214,247,280,313,346,379,412,445,478,511,544,-528,-512,-479,-446,-413,-380,-347,-314,-281,-248,-215,-182,-149,-116,-83,-50,-17,MAX=544
17,50,83,116,149,182,215,248,281,314,347,380,413,446,479,512,528,-544,-511,-478,-445,-412,-379,-346,-313,-280,-247,-214,-181,-148,-115,-82,-49,-16,MAX=-544
18,51,84,117,150,183,216,249,282,315,348,381,414,447,480,495,513,-543,-510,-477,-444,-411,-378,-345,-312,-279,-246,-213,-180,-147,-114,-81,-48,-15,MAX=-543
19,52,85,118,151,184,217,250,283,316,349,382,415,448,462,481,514,-542,-509,-476,-443,-410,-377,-344,-311,-278,-245,-212,-179,-146,-113,-80,-47,-14,MAX=-542
20,53,86,119,152,185,218,251,284,317,350,383,416,429,449,482,515,-541,-508,-475,-442,-409,-376,-343,-310,-277,-244,-211,-178,-145,-112,-79,-46,-13,MAX=-541
21,54,87,120,153,186,219,252,285,318,351,384,396,417,450,483,516,-540,-507,-474,-441,-408,-375,-342,-309,-276,-243,-210,-177,-144,-111,-78,-45,-12,MAX=-540
