Running method validate_set_V(m = 33, d = 8) and generating using halves:

Summary:
given m = 33, d = 8
Calculations took 0 days, 0 hours, 0 minutes, 2 seconds, 704 miliseconds, 252 microseconds, 400 nanoseconds.
Z/mZ:  [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]
Z/mZ*: [32, 1, 2, 4, 5, 7, 8, 10, 13, 14, 16, 17, 19, 20, 23, 25, 26, 28, 29, 31]
All ascending & non-repeating tuple (size 16) combinations possible for the U set: 601080390
                      V set: contains 31578 tuples
          all_are_pairs set: contains 12870 tuples
         some_are_pairs set: contains 18708 tuples
         none_are_pairs set: contains 0 tuples
         indecomposable set: contains 0 tuples
decomposable & no pairs set: contains 0 tuples
     exceptional_cycles set: contains 18708 tuples

Print none_are_pairs (contains 0 tuples): {
}

Print indecomposable (contains 0 tuples): {
}

Print decomposable but no pairs (contains 0 tuples): {
}

Print exceptional cycles (contains 18708 tuples): {
(3, 4, 5, 9, 10, 11, 15, 16, 18, 20, 21, 22, 23, 26, 30, 31)
(2, 3, 5, 7, 8, 11, 12, 14, 18, 23, 24, 25, 26, 27, 29, 30)
(1, 3, 4, 5, 11, 14, 15, 16, 18, 22, 23, 24, 25, 26, 27, 30)
(2, 3, 4, 5, 6, 11, 13, 15, 20, 21, 22, 26, 27, 28, 30, 31)
(6, 7, 8, 9, 10, 12, 15, 16, 17, 18, 19, 21, 23, 26, 27, 30)
(2, 5, 6, 7, 8, 9, 10, 11, 18, 20, 23, 26, 27, 29, 31, 32)
(2, 3, 5, 6, 7, 11, 12, 14, 17, 23, 24, 26, 27, 28, 29, 30)
(2, 6, 8, 9, 10, 11, 13, 15, 18, 19, 20, 21, 22, 27, 31, 32)
(1, 4, 5, 7, 9, 10, 12, 16, 18, 22, 23, 24, 25, 28, 29, 31)
(1, 3, 6, 7, 10, 11, 14, 16, 17, 22, 23, 24, 25, 26, 27, 32)
(5, 6, 8, 9, 10, 11, 13, 16, 17, 19, 20, 21, 22, 27, 28, 32)
(2, 4, 5, 8, 9, 10, 14, 16, 18, 19, 23, 24, 25, 27, 29, 31)
(1, 5, 7, 8, 11, 12, 14, 16, 17, 18, 20, 23, 25, 26, 29, 32)
(1, 2, 4, 7, 13, 14, 15, 16, 17, 18, 19, 24, 26, 27, 29, 32)
(1, 2, 6, 7, 10, 11, 12, 14, 18, 19, 22, 23, 27, 29, 31, 32)
(1, 6, 7, 8, 9, 11, 12, 16, 17, 20, 22, 23, 25, 26, 30, 31)
(2, 3, 4, 7, 11, 12, 13, 16, 17, 21, 22, 24, 26, 27, 29, 30)
(1, 4, 6, 8, 9, 12, 15, 16, 17, 21, 23, 24, 25, 26, 27, 30)
(2, 4, 5, 8, 9, 11, 14, 15, 18, 19, 23, 24, 26, 27, 29, 30)
(2, 5, 6, 8, 10, 11, 14, 15, 17, 18, 19, 23, 27, 28, 29, 32)
(1, 2, 3, 4, 11, 13, 14, 15, 20, 21, 22, 24, 25, 26, 31, 32)
(1, 3, 6, 7, 10, 13, 14, 15, 18, 20, 23, 24, 25, 26, 27, 32)
(2, 3, 5, 7, 8, 9, 11, 16, 17, 18, 20, 26, 29, 30, 31, 32)
(1, 2, 3, 4, 5, 9, 10, 15, 21, 23, 24, 26, 28, 30, 31, 32)
(1, 2, 5, 8, 11, 12, 14, 15, 18, 20, 21, 23, 25, 26, 31, 32)
(4, 6, 7, 8, 9, 12, 14, 16, 17, 19, 20, 21, 25, 26, 29, 31)
(1, 2, 3, 7, 8, 10, 12, 13, 18, 20, 23, 25, 29, 30, 31, 32)
(1, 3, 5, 8, 10, 12, 13, 16, 18, 20, 21, 23, 25, 27, 30, 32)
(1, 6, 7, 8, 9, 12, 13, 15, 18, 19, 22, 24, 25, 27, 28, 30)
(1, 3, 4, 5, 6, 11, 14, 16, 17, 20, 23, 26, 27, 29, 30, 32)
(2, 3, 5, 10, 11, 13, 15, 16, 17, 18, 20, 21, 22, 28, 31, 32)
(2, 3, 5, 6, 8, 10, 11, 13, 17, 20, 23, 27, 28, 29, 30, 32)
(2, 3, 4, 5, 8, 11, 13, 16, 17, 20, 21, 26, 27, 29, 30, 32)
(3, 4, 5, 10, 11, 12, 13, 16, 18, 20, 21, 22, 23, 27, 29, 30)
(1, 2, 4, 6, 7, 9, 12, 16, 17, 23, 24, 26, 27, 29, 30, 31)
(1, 3, 4, 6, 11, 13, 14, 15, 18, 20, 22, 24, 25, 27, 29, 32)
(3, 6, 8, 9, 10, 13, 14, 15, 18, 19, 20, 21, 24, 25, 27, 32)
(2, 3, 4, 5, 8, 10, 11, 15, 18, 21, 22, 25, 28, 29, 31, 32)
(1, 4, 5, 6, 9, 11, 14, 15, 18, 19, 20, 22, 28, 29, 31, 32)
(1, 6, 7, 9, 11, 13, 14, 15, 17, 19, 20, 22, 24, 26, 28, 32)
(3, 5, 6, 7, 10, 12, 13, 16, 17, 18, 20, 21, 27, 28, 29, 32)
(3, 6, 7, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 26, 28, 30)
(3, 4, 5, 6, 8, 9, 11, 16, 17, 20, 21, 26, 27, 29, 30, 32)
(4, 5, 6, 7, 8, 9, 11, 15, 18, 20, 22, 25, 26, 28, 29, 31)
(2, 3, 4, 5, 7, 10, 12, 16, 18, 21, 23, 26, 27, 29, 30, 31)
(2, 3, 6, 7, 8, 10, 11, 12, 17, 21, 22, 25, 28, 29, 31, 32)
(1, 3, 5, 7, 9, 12, 13, 14, 18, 19, 20, 24, 28, 29, 30, 32)
(1, 3, 4, 6, 11, 12, 14, 16, 17, 20, 22, 23, 25, 29, 30, 31)
(1, 4, 6, 7, 8, 12, 13, 16, 17, 19, 22, 25, 27, 28, 29, 30)
(2, 3, 4, 8, 11, 13, 15, 16, 17, 20, 21, 22, 25, 26, 30, 31)
(1, 4, 6, 9, 10, 12, 13, 15, 19, 20, 21, 22, 23, 28, 30, 31)
(1, 2, 3, 7, 8, 10, 13, 14, 19, 23, 24, 25, 26, 27, 30, 32)
(4, 5, 6, 8, 9, 10, 13, 15, 18, 19, 20, 21, 27, 28, 29, 32)
(1, 2, 4, 7, 8, 11, 12, 15, 18, 22, 23, 25, 26, 29, 30, 31)
(1, 6, 7, 9, 11, 14, 15, 16, 17, 18, 19, 20, 22, 26, 31, 32)
(1, 3, 4, 6, 8, 10, 15, 16, 17, 21, 23, 25, 26, 27, 30, 32)
(1, 4, 5, 8, 9, 11, 12, 15, 18, 22, 23, 24, 25, 28, 29, 30)
(1, 2, 4, 5, 6, 8, 11, 15, 21, 22, 25, 26, 27, 28, 31, 32)
(1, 3, 5, 6, 12, 14, 15, 16, 17, 18, 20, 23, 25, 28, 30, 31)
(1, 5, 6, 9, 10, 11, 12, 14, 19, 20, 21, 22, 23, 28, 31, 32)
(4, 6, 7, 8, 9, 10, 11, 13, 19, 20, 21, 22, 26, 27, 29, 32)
(2, 3, 4, 5, 8, 10, 11, 16, 21, 22, 23, 25, 26, 27, 30, 31)
(1, 2, 6, 7, 9, 11, 12, 15, 17, 22, 23, 24, 26, 28, 30, 31)
(1, 2, 3, 4, 11, 14, 15, 16, 17, 21, 22, 24, 25, 26, 31, 32)
(2, 4, 5, 6, 8, 9, 11, 15, 18, 19, 22, 27, 28, 29, 30, 31)
(6, 7, 8, 9, 11, 12, 14, 16, 17, 18, 19, 20, 22, 25, 29, 31)
(1, 6, 7, 9, 10, 12, 14, 16, 17, 18, 19, 23, 24, 27, 29, 32)
(1, 2, 7, 8, 9, 10, 11, 13, 19, 22, 23, 24, 26, 27, 30, 32)
(1, 6, 7, 9, 10, 12, 13, 16, 17, 18, 20, 23, 24, 27, 29, 32)
(2, 3, 4, 5, 10, 11, 14, 15, 18, 19, 21, 22, 28, 29, 31, 32)
(3, 5, 6, 7, 9, 11, 12, 14, 17, 20, 21, 24, 26, 28, 29, 32)
(1, 4, 6, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 28, 29, 32)
