1,14,27,40,53,66,79,92,105,118,131,144,156,157
2,15,28,41,54,67,80,93,106,119,132,143,145,158
3,16,29,42,55,68,81,94,107,120,130,133,146,159
4,17,30,43,56,69,82,95,108,117,121,134,147,160
5,18,31,44,57,70,83,96,104,109,122,135,148,161
6,19,32,45,58,71,84,91,97,110,123,136,149,162
