1,148,295,438
2,149,296,435
3,146,293,440
3,150,297,432
4,151,298,429
5,152,299,426
6,145,292,439
6,153,300,423
7,154,301,420
8,155,302,417
9,144,291,438
9,156,303,414
10,157,304,411
11,158,305,408
12,143,290,437
12,159,306,405
13,160,307,402
14,161,308,399
15,142,289,436
15,162,309,396
16,163,310,393
17,164,311,390
18,141,288,435
18,165,312,387
19,166,313,384
20,167,314,381
21,84,378,399
21,140,287,434
21,168,315,378
21,210,252,399
21,210,315,336
22,169,316,375
23,170,317,372
24,139,286,433
24,171,318,369
25,172,319,366
26,173,320,363
27,138,285,432
27,174,321,360
28,175,322,357
29,176,323,354
30,137,284,431
30,177,324,351
31,178,325,348
32,179,326,345
33,136,283,430
33,180,327,342
34,181,328,339
35,182,329,336
36,135,282,429
36,183,330,333
37,184,330,331
38,185,327,332
39,134,281,428
39,186,324,333
40,187,321,334
41,188,318,335
42,63,357,420
42,133,280,427
42,168,315,357
42,189,231,420
42,189,315,336
43,190,312,337
44,191,309,338
45,132,279,426
45,192,306,339
46,193,303,340
47,194,300,341
48,131,278,425
48,195,297,342
49,196,294,343
50,197,291,344
51,130,277,424
51,198,288,345
52,199,285,346
53,200,282,347
54,129,276,423
54,201,279,348
55,202,276,349
56,203,273,350
57,128,275,422
57,204,270,351
58,205,267,352
59,206,264,353
60,127,274,421
60,207,261,354
61,208,258,355
62,209,255,356
63,126,273,420
63,210,252,357
63,210,273,336
64,211,249,358
65,212,246,359
66,125,272,419
66,213,243,360
67,214,240,361
68,215,237,362
69,124,271,418
69,216,234,363
70,217,231,364
71,218,228,365
72,123,270,417
72,219,225,366
73,220,222,367
74,219,221,368
75,122,269,416
75,216,222,369
76,213,223,370
77,210,224,371
78,121,268,415
78,207,225,372
79,204,226,373
80,201,227,374
81,120,267,414
81,198,228,375
82,195,229,376
83,192,230,377
84,119,266,413
84,126,273,399
84,189,231,378
84,189,273,336
85,186,232,379
86,183,233,380
87,118,265,412
87,180,234,381
88,177,235,382
89,174,236,383
90,117,264,411
90,171,237,384
91,168,238,385
92,165,239,386
93,116,263,410
93,162,240,387
94,159,241,388
95,156,242,389
96,115,262,409
96,153,243,390
97,150,244,391
98,147,245,392
99,114,261,408
99,144,246,393
100,141,247,394
101,138,248,395
102,113,260,407
102,135,249,396
103,132,250,397
104,129,251,398
105,112,259,406
105,126,231,420
105,126,252,399
105,168,231,378
105,168,252,357
106,123,253,400
107,120,254,401
108,111,258,405
108,117,255,402
109,114,256,403
110,111,257,404
