Maximum values for m = 1849 and d = 22:
904 = [-861, -818, -775, -732, -689, -646, -603, -560, -517, -474, -431, -388, -345, -302, -259, -216, -173, -130, -87, -44, -1, 42, 43, 85, 128, 171, 214, 257, 300, 343, 386, 429, 472, 515, 558, 601, 644, 687, 730, 773, 816, 859, 902]
905 = [-862, -819, -776, -733, -690, -647, -604, -561, -518, -475, -432, -389, -346, -303, -260, -217, -174, -131, -88, -45, -2, 41, 84, 86, 127, 170, 213, 256, 299, 342, 385, 428, 471, 514, 557, 600, 643, 686, 729, 772, 815, 858, 901]
906 = [-863, -820, -777, -734, -691, -648, -605, -562, -519, -476, -433, -390, -347, -304, -261, -218, -175, -132, -89, -46, -3, 40, 83, 126, 129, 169, 212, 255, 298, 341, 384, 427, 470, 513, 556, 599, 642, 685, 728, 771, 814, 857, 900]
907 = [-864, -821, -778, -735, -692, -649, -606, -563, -520, -477, -434, -391, -348, -305, -262, -219, -176, -133, -90, -47, -4, 39, 82, 125, 168, 172, 211, 254, 297, 340, 383, 426, 469, 512, 555, 598, 641, 684, 727, 770, 813, 856, 899]
908 = [-865, -822, -779, -736, -693, -650, -607, -564, -521, -478, -435, -392, -349, -306, -263, -220, -177, -134, -91, -48, -5, 38, 81, 124, 167, 210, 215, 253, 296, 339, 382, 425, 468, 511, 554, 597, 640, 683, 726, 769, 812, 855, 898]
909 = [-866, -823, -780, -737, -694, -651, -608, -565, -522, -479, -436, -393, -350, -307, -264, -221, -178, -135, -92, -49, -6, 37, 80, 123, 166, 209, 252, 258, 295, 338, 381, 424, 467, 510, 553, 596, 639, 682, 725, 768, 811, 854, 897]
910 = [-867, -824, -781, -738, -695, -652, -609, -566, -523, -480, -437, -394, -351, -308, -265, -222, -179, -136, -93, -50, -7, 36, 79, 122, 165, 208, 251, 294, 301, 337, 380, 423, 466, 509, 552, 595, 638, 681, 724, 767, 810, 853, 896]
911 = [-868, -825, -782, -739, -696, -653, -610, -567, -524, -481, -438, -395, -352, -309, -266, -223, -180, -137, -94, -51, -8, 35, 78, 121, 164, 207, 250, 293, 336, 344, 379, 422, 465, 508, 551, 594, 637, 680, 723, 766, 809, 852, 895]
912 = [-869, -826, -783, -740, -697, -654, -611, -568, -525, -482, -439, -396, -353, -310, -267, -224, -181, -138, -95, -52, -9, 34, 77, 120, 163, 206, 249, 292, 335, 378, 387, 421, 464, 507, 550, 593, 636, 679, 722, 765, 808, 851, 894]
913 = [-870, -827, -784, -741, -698, -655, -612, -569, -526, -483, -440, -397, -354, -311, -268, -225, -182, -139, -96, -53, -10, 33, 76, 119, 162, 205, 248, 291, 334, 377, 420, 430, 463, 506, 549, 592, 635, 678, 721, 764, 807, 850, 893]
