The program took 5.681867837905884 seconds to complete.
The number of tuple(s) in the V set is: 46
The number of tuple(s) in the E set is: 46
The number of tuple(s) with no pairs is: 46
The number of indecomposable tuple(s) is: 46

The tuples in the V set are:
(1, 48, 95, 138)
(2, 49, 96, 135)
(3, 46, 93, 140)
(3, 50, 97, 132)
(4, 51, 98, 129)
(5, 52, 99, 126)
(6, 45, 92, 139)
(6, 53, 100, 123)
(7, 54, 101, 120)
(8, 55, 102, 117)
(9, 44, 91, 138)
(9, 56, 103, 114)
(10, 57, 104, 111)
(11, 58, 105, 108)
(12, 43, 90, 137)
(12, 59, 105, 106)
(13, 60, 102, 107)
(14, 61, 99, 108)
(15, 42, 89, 136)
(15, 62, 96, 109)
(16, 63, 93, 110)
(17, 64, 90, 111)
(18, 41, 88, 135)
(18, 65, 87, 112)
(19, 66, 84, 113)
(20, 67, 81, 114)
(21, 40, 87, 134)
(21, 68, 78, 115)
(22, 69, 75, 116)
(23, 70, 72, 117)
(24, 39, 86, 133)
(24, 69, 71, 118)
(25, 66, 72, 119)
(26, 63, 73, 120)
(27, 38, 85, 132)
(27, 60, 74, 121)
(28, 57, 75, 122)
(29, 54, 76, 123)
(30, 37, 84, 131)
(30, 51, 77, 124)
(31, 48, 78, 125)
(32, 45, 79, 126)
(33, 36, 83, 130)
(33, 42, 80, 127)
(34, 39, 81, 128)
(35, 36, 82, 129)
The number of tuple(s) in the V set is: 46

The indecomposable tuples are:
(1, 48, 95, 138)
(2, 49, 96, 135)
(3, 46, 93, 140)
(3, 50, 97, 132)
(4, 51, 98, 129)
(5, 52, 99, 126)
(6, 45, 92, 139)
(6, 53, 100, 123)
(7, 54, 101, 120)
(8, 55, 102, 117)
(9, 44, 91, 138)
(9, 56, 103, 114)
(10, 57, 104, 111)
(11, 58, 105, 108)
(12, 43, 90, 137)
(12, 59, 105, 106)
(13, 60, 102, 107)
(14, 61, 99, 108)
(15, 42, 89, 136)
(15, 62, 96, 109)
(16, 63, 93, 110)
(17, 64, 90, 111)
(18, 41, 88, 135)
(18, 65, 87, 112)
(19, 66, 84, 113)
(20, 67, 81, 114)
(21, 40, 87, 134)
(21, 68, 78, 115)
(22, 69, 75, 116)
(23, 70, 72, 117)
(24, 39, 86, 133)
(24, 69, 71, 118)
(25, 66, 72, 119)
(26, 63, 73, 120)
(27, 38, 85, 132)
(27, 60, 74, 121)
(28, 57, 75, 122)
(29, 54, 76, 123)
(30, 37, 84, 131)
(30, 51, 77, 124)
(31, 48, 78, 125)
(32, 45, 79, 126)
(33, 36, 83, 130)
(33, 42, 80, 127)
(34, 39, 81, 128)
(35, 36, 82, 129)
The number of indecomposable tuple(s) is: 46
