The program took 26.692131280899048 seconds to complete.
The number of tuple(s) in the V set is: 66
The number of tuple(s) in the E set is: 66
The number of tuple(s) with no pairs is: 66
The number of indecomposable tuple(s) is: 66

The tuples in the V set are:
(1, 68, 135, 198)
(2, 69, 136, 195)
(3, 66, 133, 200)
(3, 70, 137, 192)
(4, 71, 138, 189)
(5, 72, 139, 186)
(6, 65, 132, 199)
(6, 73, 140, 183)
(7, 74, 141, 180)
(8, 75, 142, 177)
(9, 64, 131, 198)
(9, 76, 143, 174)
(10, 77, 144, 171)
(11, 78, 145, 168)
(12, 63, 130, 197)
(12, 79, 146, 165)
(13, 80, 147, 162)
(14, 81, 148, 159)
(15, 62, 129, 196)
(15, 82, 149, 156)
(16, 83, 150, 153)
(17, 84, 150, 151)
(18, 61, 128, 195)
(18, 85, 147, 152)
(19, 86, 144, 153)
(20, 87, 141, 154)
(21, 60, 127, 194)
(21, 88, 138, 155)
(22, 89, 135, 156)
(23, 90, 132, 157)
(24, 59, 126, 193)
(24, 91, 129, 158)
(25, 92, 126, 159)
(26, 93, 123, 160)
(27, 58, 125, 192)
(27, 94, 120, 161)
(28, 95, 117, 162)
(29, 96, 114, 163)
(30, 57, 124, 191)
(30, 97, 111, 164)
(31, 98, 108, 165)
(32, 99, 105, 166)
(33, 56, 123, 190)
(33, 100, 102, 167)
(34, 99, 101, 168)
(35, 96, 102, 169)
(36, 55, 122, 189)
(36, 93, 103, 170)
(37, 90, 104, 171)
(38, 87, 105, 172)
(39, 54, 121, 188)
(39, 84, 106, 173)
(40, 81, 107, 174)
(41, 78, 108, 175)
(42, 53, 120, 187)
(42, 75, 109, 176)
(43, 72, 110, 177)
(44, 69, 111, 178)
(45, 52, 119, 186)
(45, 66, 112, 179)
(46, 63, 113, 180)
(47, 60, 114, 181)
(48, 51, 118, 185)
(48, 57, 115, 182)
(49, 54, 116, 183)
(50, 51, 117, 184)
The number of tuple(s) in the V set is: 66

The indecomposable tuples are:
(1, 68, 135, 198)
(2, 69, 136, 195)
(3, 66, 133, 200)
(3, 70, 137, 192)
(4, 71, 138, 189)
(5, 72, 139, 186)
(6, 65, 132, 199)
(6, 73, 140, 183)
(7, 74, 141, 180)
(8, 75, 142, 177)
(9, 64, 131, 198)
(9, 76, 143, 174)
(10, 77, 144, 171)
(11, 78, 145, 168)
(12, 63, 130, 197)
(12, 79, 146, 165)
(13, 80, 147, 162)
(14, 81, 148, 159)
(15, 62, 129, 196)
(15, 82, 149, 156)
(16, 83, 150, 153)
(17, 84, 150, 151)
(18, 61, 128, 195)
(18, 85, 147, 152)
(19, 86, 144, 153)
(20, 87, 141, 154)
(21, 60, 127, 194)
(21, 88, 138, 155)
(22, 89, 135, 156)
(23, 90, 132, 157)
(24, 59, 126, 193)
(24, 91, 129, 158)
(25, 92, 126, 159)
(26, 93, 123, 160)
(27, 58, 125, 192)
(27, 94, 120, 161)
(28, 95, 117, 162)
(29, 96, 114, 163)
(30, 57, 124, 191)
(30, 97, 111, 164)
(31, 98, 108, 165)
(32, 99, 105, 166)
(33, 56, 123, 190)
(33, 100, 102, 167)
(34, 99, 101, 168)
(35, 96, 102, 169)
(36, 55, 122, 189)
(36, 93, 103, 170)
(37, 90, 104, 171)
(38, 87, 105, 172)
(39, 54, 121, 188)
(39, 84, 106, 173)
(40, 81, 107, 174)
(41, 78, 108, 175)
(42, 53, 120, 187)
(42, 75, 109, 176)
(43, 72, 110, 177)
(44, 69, 111, 178)
(45, 52, 119, 186)
(45, 66, 112, 179)
(46, 63, 113, 180)
(47, 60, 114, 181)
(48, 51, 118, 185)
(48, 57, 115, 182)
(49, 54, 116, 183)
(50, 51, 117, 184)
The number of indecomposable tuple(s) is: 66
