For m = 25 and d = 4
These are integers in the z mod m z star set for m = 25
 [1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24]
The number of tuple(s) in the U set is: 14529
The number of tuple(s) in the V/B set is: 519
The number of tuple(s) in the E set is: 24
The number of tuple(s) with no pairs is: 0
The number of indecomposable tuple(s) is: 0

The tuples in the V set are:
(1, 2, 3, 4, 21, 22, 23, 24)
(1, 2, 3, 5, 20, 22, 23, 24)
(1, 2, 3, 6, 19, 22, 23, 24)
(1, 2, 3, 7, 18, 22, 23, 24)
(1, 2, 3, 8, 17, 22, 23, 24)
(1, 2, 3, 9, 16, 22, 23, 24)
(1, 2, 3, 10, 15, 22, 23, 24)
(1, 2, 3, 11, 14, 22, 23, 24)
(1, 2, 3, 12, 13, 22, 23, 24)
(1, 2, 4, 5, 20, 21, 23, 24)
(1, 2, 4, 6, 19, 21, 23, 24)
(1, 2, 4, 7, 18, 21, 23, 24)
(1, 2, 4, 8, 17, 21, 23, 24)
(1, 2, 4, 9, 16, 21, 23, 24)
(1, 2, 4, 10, 15, 21, 23, 24)
(1, 2, 4, 11, 14, 21, 23, 24)
(1, 2, 4, 12, 13, 21, 23, 24)
(1, 2, 5, 6, 19, 20, 23, 24)
(1, 2, 5, 7, 18, 20, 23, 24)
(1, 2, 5, 8, 17, 20, 23, 24)
(1, 2, 5, 9, 16, 20, 23, 24)
(1, 2, 5, 10, 15, 20, 23, 24)
(1, 2, 5, 11, 14, 20, 23, 24)
(1, 2, 5, 12, 13, 20, 23, 24)
(1, 2, 6, 7, 18, 19, 23, 24)
(1, 2, 6, 8, 17, 19, 23, 24)
(1, 2, 6, 9, 16, 19, 23, 24)
(1, 2, 6, 10, 15, 19, 23, 24)
(1, 2, 6, 11, 14, 19, 23, 24)
(1, 2, 6, 11, 16, 20, 21, 23)
(1, 2, 6, 12, 13, 19, 23, 24)
(1, 2, 7, 8, 17, 18, 23, 24)
(1, 2, 7, 9, 16, 18, 23, 24)
(1, 2, 7, 10, 15, 18, 23, 24)
(1, 2, 7, 11, 14, 18, 23, 24)
(1, 2, 7, 12, 13, 18, 23, 24)
(1, 2, 7, 12, 15, 17, 22, 24)
(1, 2, 8, 9, 16, 17, 23, 24)
(1, 2, 8, 10, 15, 17, 23, 24)
(1, 2, 8, 11, 14, 17, 23, 24)
(1, 2, 8, 12, 13, 17, 23, 24)
(1, 2, 9, 10, 15, 16, 23, 24)
(1, 2, 9, 11, 14, 16, 23, 24)
(1, 2, 9, 12, 13, 16, 23, 24)
(1, 2, 10, 11, 14, 15, 23, 24)
(1, 2, 10, 12, 13, 15, 23, 24)
(1, 2, 11, 12, 13, 14, 23, 24)
(1, 3, 4, 5, 20, 21, 22, 24)
(1, 3, 4, 6, 19, 21, 22, 24)
(1, 3, 4, 7, 18, 21, 22, 24)
(1, 3, 4, 8, 17, 21, 22, 24)
(1, 3, 4, 9, 16, 21, 22, 24)
(1, 3, 4, 10, 15, 21, 22, 24)
(1, 3, 4, 11, 14, 21, 22, 24)
(1, 3, 4, 12, 13, 21, 22, 24)
(1, 3, 5, 6, 19, 20, 22, 24)
(1, 3, 5, 7, 18, 20, 22, 24)
(1, 3, 5, 8, 17, 20, 22, 24)
(1, 3, 5, 9, 16, 20, 22, 24)
(1, 3, 5, 10, 15, 20, 22, 24)
