The program took 0.005335330963134766 seconds to complete.
The number of tuple(s) in the V set is: 36
The number of tuple(s) in the E set is: 36
The number of tuple(s) with no pairs is: 0
The number of indecomposable tuple(s) is: 0

The tuples in the V set are:
(1, 2, 5, 11, 12, 14)
(1, 2, 6, 11, 12, 13)
(1, 2, 7, 9, 12, 14)
(1, 2, 7, 10, 12, 13)
(1, 3, 4, 10, 13, 14)
(1, 3, 6, 8, 13, 14)
(1, 3, 6, 10, 12, 13)
(1, 4, 6, 10, 11, 13)
(1, 4, 7, 9, 10, 14)
(1, 4, 7, 10, 11, 12)
(1, 5, 6, 8, 11, 14)
(1, 5, 6, 10, 11, 12)
(1, 6, 7, 8, 10, 13)
(1, 6, 7, 8, 11, 12)
(1, 6, 7, 9, 10, 12)
(2, 3, 4, 9, 13, 14)
(2, 3, 5, 8, 13, 14)
(2, 3, 5, 9, 12, 14)
(2, 4, 5, 9, 11, 14)
(2, 4, 7, 9, 10, 13)
(2, 4, 7, 9, 11, 12)
(2, 5, 6, 8, 11, 13)
(2, 5, 6, 9, 11, 12)
(2, 5, 7, 8, 9, 14)
(2, 5, 7, 8, 11, 12)
(2, 5, 7, 9, 10, 12)
(3, 4, 5, 8, 11, 14)
(3, 4, 5, 9, 10, 14)
(3, 4, 6, 8, 11, 13)
(3, 4, 6, 9, 10, 13)
(3, 4, 7, 8, 9, 14)
(3, 4, 7, 8, 10, 13)
(3, 4, 7, 9, 10, 12)
(3, 5, 6, 8, 9, 14)
(3, 5, 6, 8, 10, 13)
(3, 5, 6, 8, 11, 12)
The number of tuple(s) in the V set is: 36

The indecomposable tuples are:
The number of indecomposable tuple(s) is: 0
