The program took 132.7053258419037 seconds to complete.
The number of tuple(s) in the V set is: 100
The number of tuple(s) in the E set is: 100
The number of tuple(s) with no pairs is: 100
The number of indecomposable tuple(s) is: 100

The tuples in the V set are:
(1, 102, 203, 300)
(2, 103, 204, 297)
(3, 100, 201, 302)
(3, 104, 205, 294)
(4, 105, 206, 291)
(5, 106, 207, 288)
(6, 99, 200, 301)
(6, 107, 208, 285)
(7, 108, 209, 282)
(8, 109, 210, 279)
(9, 98, 199, 300)
(9, 110, 211, 276)
(10, 111, 212, 273)
(11, 112, 213, 270)
(12, 97, 198, 299)
(12, 113, 214, 267)
(13, 114, 215, 264)
(14, 115, 216, 261)
(15, 96, 197, 298)
(15, 116, 217, 258)
(16, 117, 218, 255)
(17, 118, 219, 252)
(18, 95, 196, 297)
(18, 119, 220, 249)
(19, 120, 221, 246)
(20, 121, 222, 243)
(21, 94, 195, 296)
(21, 122, 223, 240)
(22, 123, 224, 237)
(23, 124, 225, 234)
(24, 93, 194, 295)
(24, 125, 226, 231)
(25, 126, 227, 228)
(26, 127, 225, 228)
(27, 92, 193, 294)
(27, 128, 222, 229)
(28, 129, 219, 230)
(29, 130, 216, 231)
(30, 91, 192, 293)
(30, 131, 213, 232)
(31, 132, 210, 233)
(32, 133, 207, 234)
(33, 90, 191, 292)
(33, 134, 204, 235)
(34, 135, 201, 236)
(35, 136, 198, 237)
(36, 89, 190, 291)
(36, 137, 195, 238)
(37, 138, 192, 239)
(38, 139, 189, 240)
(39, 88, 189, 290)
(39, 140, 186, 241)
(40, 141, 183, 242)
(41, 142, 180, 243)
(42, 87, 188, 289)
(42, 143, 177, 244)
(43, 144, 174, 245)
(44, 145, 171, 246)
(45, 86, 187, 288)
(45, 146, 168, 247)
(46, 147, 165, 248)
(47, 148, 162, 249)
(48, 85, 186, 287)
(48, 149, 159, 250)
(49, 150, 156, 251)
(50, 151, 153, 252)
(51, 84, 185, 286)
(51, 150, 152, 253)
(52, 147, 153, 254)
(53, 144, 154, 255)
(54, 83, 184, 285)
(54, 141, 155, 256)
(55, 138, 156, 257)
(56, 135, 157, 258)
(57, 82, 183, 284)
(57, 132, 158, 259)
(58, 129, 159, 260)
(59, 126, 160, 261)
(60, 81, 182, 283)
(60, 123, 161, 262)
(61, 120, 162, 263)
(62, 117, 163, 264)
(63, 80, 181, 282)
(63, 114, 164, 265)
(64, 111, 165, 266)
(65, 108, 166, 267)
(66, 79, 180, 281)
(66, 105, 167, 268)
(67, 102, 168, 269)
(68, 99, 169, 270)
(69, 78, 179, 280)
(69, 96, 170, 271)
(70, 93, 171, 272)
(71, 90, 172, 273)
(72, 77, 178, 279)
(72, 87, 173, 274)
(73, 84, 174, 275)
(74, 81, 175, 276)
(75, 76, 177, 278)
(75, 78, 176, 277)
The number of tuple(s) in the V set is: 100

The indecomposable tuples are:
(1, 102, 203, 300)
(2, 103, 204, 297)
(3, 100, 201, 302)
(3, 104, 205, 294)
(4, 105, 206, 291)
(5, 106, 207, 288)
(6, 99, 200, 301)
(6, 107, 208, 285)
(7, 108, 209, 282)
(8, 109, 210, 279)
(9, 98, 199, 300)
(9, 110, 211, 276)
(10, 111, 212, 273)
(11, 112, 213, 270)
(12, 97, 198, 299)
(12, 113, 214, 267)
(13, 114, 215, 264)
(14, 115, 216, 261)
(15, 96, 197, 298)
(15, 116, 217, 258)
(16, 117, 218, 255)
(17, 118, 219, 252)
(18, 95, 196, 297)
(18, 119, 220, 249)
(19, 120, 221, 246)
(20, 121, 222, 243)
(21, 94, 195, 296)
(21, 122, 223, 240)
(22, 123, 224, 237)
(23, 124, 225, 234)
(24, 93, 194, 295)
(24, 125, 226, 231)
(25, 126, 227, 228)
(26, 127, 225, 228)
(27, 92, 193, 294)
(27, 128, 222, 229)
(28, 129, 219, 230)
(29, 130, 216, 231)
(30, 91, 192, 293)
(30, 131, 213, 232)
(31, 132, 210, 233)
(32, 133, 207, 234)
(33, 90, 191, 292)
(33, 134, 204, 235)
(34, 135, 201, 236)
(35, 136, 198, 237)
(36, 89, 190, 291)
(36, 137, 195, 238)
(37, 138, 192, 239)
(38, 139, 189, 240)
(39, 88, 189, 290)
(39, 140, 186, 241)
(40, 141, 183, 242)
(41, 142, 180, 243)
(42, 87, 188, 289)
(42, 143, 177, 244)
(43, 144, 174, 245)
(44, 145, 171, 246)
(45, 86, 187, 288)
(45, 146, 168, 247)
(46, 147, 165, 248)
(47, 148, 162, 249)
(48, 85, 186, 287)
(48, 149, 159, 250)
(49, 150, 156, 251)
(50, 151, 153, 252)
(51, 84, 185, 286)
(51, 150, 152, 253)
(52, 147, 153, 254)
(53, 144, 154, 255)
(54, 83, 184, 285)
(54, 141, 155, 256)
(55, 138, 156, 257)
(56, 135, 157, 258)
(57, 82, 183, 284)
(57, 132, 158, 259)
(58, 129, 159, 260)
(59, 126, 160, 261)
(60, 81, 182, 283)
(60, 123, 161, 262)
(61, 120, 162, 263)
(62, 117, 163, 264)
(63, 80, 181, 282)
(63, 114, 164, 265)
(64, 111, 165, 266)
(65, 108, 166, 267)
(66, 79, 180, 281)
(66, 105, 167, 268)
(67, 102, 168, 269)
(68, 99, 169, 270)
(69, 78, 179, 280)
(69, 96, 170, 271)
(70, 93, 171, 272)
(71, 90, 172, 273)
(72, 77, 178, 279)
(72, 87, 173, 274)
(73, 84, 174, 275)
(74, 81, 175, 276)
(75, 76, 177, 278)
(75, 78, 176, 277)
The number of indecomposable tuple(s) is: 100
