For m = 2209 and d = 24
The program took 0.0019960403442382812 seconds to complete. 
The number of indecomposable tuple(s) is: 46

The indecomposable tuples are:
(1, 48, 95, 142, 189, 236, 283, 330, 377, 424, 471, 518, 565, 612, 659, 706, 753, 800, 847, 894, 941, 988, 1035, 1082, -1080, -1033, -986, -939, -892, -845, -798, -751, -704, -657, -610, -563, -516, -469, -422, -375, -328, -281, -234, -187, -140, -93, -47, -46) -> max value: 1082
(2, 49, 96, 143, 190, 237, 284, 331, 378, 425, 472, 519, 566, 613, 660, 707, 754, 801, 848, 895, 942, 989, 1036, 1083, -1079, -1032, -985, -938, -891, -844, -797, -750, -703, -656, -609, -562, -515, -468, -421, -374, -327, -280, -233, -186, -139, -94, -92, -45) -> max value: 1083
(3, 50, 97, 144, 191, 238, 285, 332, 379, 426, 473, 520, 567, 614, 661, 708, 755, 802, 849, 896, 943, 990, 1037, 1084, -1078, -1031, -984, -937, -890, -843, -796, -749, -702, -655, -608, -561, -514, -467, -420, -373, -326, -279, -232, -185, -141, -138, -91, -44) -> max value: 1084
(4, 51, 98, 145, 192, 239, 286, 333, 380, 427, 474, 521, 568, 615, 662, 709, 756, 803, 850, 897, 944, 991, 1038, 1085, -1077, -1030, -983, -936, -889, -842, -795, -748, -701, -654, -607, -560, -513, -466, -419, -372, -325, -278, -231, -188, -184, -137, -90, -43) -> max value: 1085
(5, 52, 99, 146, 193, 240, 287, 334, 381, 428, 475, 522, 569, 616, 663, 710, 757, 804, 851, 898, 945, 992, 1039, 1086, -1076, -1029, -982, -935, -888, -841, -794, -747, -700, -653, -606, -559, -512, -465, -418, -371, -324, -277, -235, -230, -183, -136, -89, -42) -> max value: 1086
(6, 53, 100, 147, 194, 241, 288, 335, 382, 429, 476, 523, 570, 617, 664, 711, 758, 805, 852, 899, 946, 993, 1040, 1087, -1075, -1028, -981, -934, -887, -840, -793, -746, -699, -652, -605, -558, -511, -464, -417, -370, -323, -282, -276, -229, -182, -135, -88, -41) -> max value: 1087
(7, 54, 101, 148, 195, 242, 289, 336, 383, 430, 477, 524, 571, 618, 665, 712, 759, 806, 853, 900, 947, 994, 1041, 1088, -1074, -1027, -980, -933, -886, -839, -792, -745, -698, -651, -604, -557, -510, -463, -416, -369, -329, -322, -275, -228, -181, -134, -87, -40) -> max value: 1088
(8, 55, 102, 149, 196, 243, 290, 337, 384, 431, 478, 525, 572, 619, 666, 713, 760, 807, 854, 901, 948, 995, 1042, 1089, -1073, -1026, -979, -932, -885, -838, -791, -744, -697, -650, -603, -556, -509, -462, -415, -376, -368, -321, -274, -227, -180, -133, -86, -39) -> max value: 1089
(9, 56, 103, 150, 197, 244, 291, 338, 385, 432, 479, 526, 573, 620, 667, 714, 761, 808, 855, 902, 949, 996, 1043, 1090, -1072, -1025, -978, -931, -884, -837, -790, -743, -696, -649, -602, -555, -508, -461, -423, -414, -367, -320, -273, -226, -179, -132, -85, -38) -> max value: 1090
(10, 57, 104, 151, 198, 245, 292, 339, 386, 433, 480, 527, 574, 621, 668, 715, 762, 809, 856, 903, 950, 997, 1044, 1091, -1071, -1024, -977, -930, -883, -836, -789, -742, -695, -648, -601, -554, -507, -470, -460, -413, -366, -319, -272, -225, -178, -131, -84, -37) -> max value: 1091
(11, 58, 105, 152, 199, 246, 293, 340, 387, 434, 481, 528, 575, 622, 669, 716, 763, 810, 857, 904, 951, 998, 1045, 1092, -1070, -1023, -976, -929, -882, -835, -788, -741, -694, -647, -600, -553, -517, -506, -459, -412, -365, -318, -271, -224, -177, -130, -83, -36) -> max value: 1092
(12, 59, 106, 153, 200, 247, 294, 341, 388, 435, 482, 529, 576, 623, 670, 717, 764, 811, 858, 905, 952, 999, 1046, 1093, -1069, -1022, -975, -928, -881, -834, -787, -740, -693, -646, -599, -564, -552, -505, -458, -411, -364, -317, -270, -223, -176, -129, -82, -35) -> max value: 1093
(13, 60, 107, 154, 201, 248, 295, 342, 389, 436, 483, 530, 577, 624, 671, 718, 765, 812, 859, 906, 953, 1000, 1047, 1094, -1068, -1021, -974, -927, -880, -833, -786, -739, -692, -645, -611, -598, -551, -504, -457, -410, -363, -316, -269, -222, -175, -128, -81, -34) -> max value: 1094
(14, 61, 108, 155, 202, 249, 296, 343, 390, 437, 484, 531, 578, 625, 672, 719, 766, 813, 860, 907, 954, 1001, 1048, 1095, -1067, -1020, -973, -926, -879, -832, -785, -738, -691, -658, -644, -597, -550, -503, -456, -409, -362, -315, -268, -221, -174, -127, -80, -33) -> max value: 1095
(15, 62, 109, 156, 203, 250, 297, 344, 391, 438, 485, 532, 579, 626, 673, 720, 767, 814, 861, 908, 955, 1002, 1049, 1096, -1066, -1019, -972, -925, -878, -831, -784, -737, -705, -690, -643, -596, -549, -502, -455, -408, -361, -314, -267, -220, -173, -126, -79, -32) -> max value: 1096
(16, 63, 110, 157, 204, 251, 298, 345, 392, 439, 486, 533, 580, 627, 674, 721, 768, 815, 862, 909, 956, 1003, 1050, 1097, -1065, -1018, -971, -924, -877, -830, -783, -752, -736, -689, -642, -595, -548, -501, -454, -407, -360, -313, -266, -219, -172, -125, -78, -31) -> max value: 1097
(17, 64, 111, 158, 205, 252, 299, 346, 393, 440, 487, 534, 581, 628, 675, 722, 769, 816, 863, 910, 957, 1004, 1051, 1098, -1064, -1017, -970, -923, -876, -829, -799, -782, -735, -688, -641, -594, -547, -500, -453, -406, -359, -312, -265, -218, -171, -124, -77, -30) -> max value: 1098
(18, 65, 112, 159, 206, 253, 300, 347, 394, 441, 488, 535, 582, 629, 676, 723, 770, 817, 864, 911, 958, 1005, 1052, 1099, -1063, -1016, -969, -922, -875, -846, -828, -781, -734, -687, -640, -593, -546, -499, -452, -405, -358, -311, -264, -217, -170, -123, -76, -29) -> max value: 1099
(19, 66, 113, 160, 207, 254, 301, 348, 395, 442, 489, 536, 583, 630, 677, 724, 771, 818, 865, 912, 959, 1006, 1053, 1100, -1062, -1015, -968, -921, -893, -874, -827, -780, -733, -686, -639, -592, -545, -498, -451, -404, -357, -310, -263, -216, -169, -122, -75, -28) -> max value: 1100
(20, 67, 114, 161, 208, 255, 302, 349, 396, 443, 490, 537, 584, 631, 678, 725, 772, 819, 866, 913, 960, 1007, 1054, 1101, -1061, -1014, -967, -940, -920, -873, -826, -779, -732, -685, -638, -591, -544, -497, -450, -403, -356, -309, -262, -215, -168, -121, -74, -27) -> max value: 1101
(21, 68, 115, 162, 209, 256, 303, 350, 397, 444, 491, 538, 585, 632, 679, 726, 773, 820, 867, 914, 961, 1008, 1055, 1102, -1060, -1013, -987, -966, -919, -872, -825, -778, -731, -684, -637, -590, -543, -496, -449, -402, -355, -308, -261, -214, -167, -120, -73, -26) -> max value: 1102
(22, 69, 116, 163, 210, 257, 304, 351, 398, 445, 492, 539, 586, 633, 680, 727, 774, 821, 868, 915, 962, 1009, 1056, 1103, -1059, -1034, -1012, -965, -918, -871, -824, -777, -730, -683, -636, -589, -542, -495, -448, -401, -354, -307, -260, -213, -166, -119, -72, -25) -> max value: 1103
(23, 70, 117, 164, 211, 258, 305, 352, 399, 446, 493, 540, 587, 634, 681, 728, 775, 822, 869, 916, 963, 1010, 1057, 1104, -1081, -1058, -1011, -964, -917, -870, -823, -776, -729, -682, -635, -588, -541, -494, -447, -400, -353, -306, -259, -212, -165, -118, -71, -24) -> max value: 1104
(24, 71, 118, 165, 212, 259, 306, 353, 400, 447, 494, 541, 588, 635, 682, 729, 776, 823, 870, 917, 964, 1011, 1058, 1081, -1104, -1057, -1010, -963, -916, -869, -822, -775, -728, -681, -634, -587, -540, -493, -446, -399, -352, -305, -258, -211, -164, -117, -70, -23) -> max value: -1104
(25, 72, 119, 166, 213, 260, 307, 354, 401, 448, 495, 542, 589, 636, 683, 730, 777, 824, 871, 918, 965, 1012, 1034, 1059, -1103, -1056, -1009, -962, -915, -868, -821, -774, -727, -680, -633, -586, -539, -492, -445, -398, -351, -304, -257, -210, -163, -116, -69, -22) -> max value: -1103
(26, 73, 120, 167, 214, 261, 308, 355, 402, 449, 496, 543, 590, 637, 684, 731, 778, 825, 872, 919, 966, 987, 1013, 1060, -1102, -1055, -1008, -961, -914, -867, -820, -773, -726, -679, -632, -585, -538, -491, -444, -397, -350, -303, -256, -209, -162, -115, -68, -21) -> max value: -1102
(27, 74, 121, 168, 215, 262, 309, 356, 403, 450, 497, 544, 591, 638, 685, 732, 779, 826, 873, 920, 940, 967, 1014, 1061, -1101, -1054, -1007, -960, -913, -866, -819, -772, -725, -678, -631, -584, -537, -490, -443, -396, -349, -302, -255, -208, -161, -114, -67, -20) -> max value: -1101
(28, 75, 122, 169, 216, 263, 310, 357, 404, 451, 498, 545, 592, 639, 686, 733, 780, 827, 874, 893, 921, 968, 1015, 1062, -1100, -1053, -1006, -959, -912, -865, -818, -771, -724, -677, -630, -583, -536, -489, -442, -395, -348, -301, -254, -207, -160, -113, -66, -19) -> max value: -1100
(29, 76, 123, 170, 217, 264, 311, 358, 405, 452, 499, 546, 593, 640, 687, 734, 781, 828, 846, 875, 922, 969, 1016, 1063, -1099, -1052, -1005, -958, -911, -864, -817, -770, -723, -676, -629, -582, -535, -488, -441, -394, -347, -300, -253, -206, -159, -112, -65, -18) -> max value: -1099
(30, 77, 124, 171, 218, 265, 312, 359, 406, 453, 500, 547, 594, 641, 688, 735, 782, 799, 829, 876, 923, 970, 1017, 1064, -1098, -1051, -1004, -957, -910, -863, -816, -769, -722, -675, -628, -581, -534, -487, -440, -393, -346, -299, -252, -205, -158, -111, -64, -17) -> max value: -1098
(31, 78, 125, 172, 219, 266, 313, 360, 407, 454, 501, 548, 595, 642, 689, 736, 752, 783, 830, 877, 924, 971, 1018, 1065, -1097, -1050, -1003, -956, -909, -862, -815, -768, -721, -674, -627, -580, -533, -486, -439, -392, -345, -298, -251, -204, -157, -110, -63, -16) -> max value: -1097
(32, 79, 126, 173, 220, 267, 314, 361, 408, 455, 502, 549, 596, 643, 690, 705, 737, 784, 831, 878, 925, 972, 1019, 1066, -1096, -1049, -1002, -955, -908, -861, -814, -767, -720, -673, -626, -579, -532, -485, -438, -391, -344, -297, -250, -203, -156, -109, -62, -15) -> max value: -1096
(33, 80, 127, 174, 221, 268, 315, 362, 409, 456, 503, 550, 597, 644, 658, 691, 738, 785, 832, 879, 926, 973, 1020, 1067, -1095, -1048, -1001, -954, -907, -860, -813, -766, -719, -672, -625, -578, -531, -484, -437, -390, -343, -296, -249, -202, -155, -108, -61, -14) -> max value: -1095
(34, 81, 128, 175, 222, 269, 316, 363, 410, 457, 504, 551, 598, 611, 645, 692, 739, 786, 833, 880, 927, 974, 1021, 1068, -1094, -1047, -1000, -953, -906, -859, -812, -765, -718, -671, -624, -577, -530, -483, -436, -389, -342, -295, -248, -201, -154, -107, -60, -13) -> max value: -1094
(35, 82, 129, 176, 223, 270, 317, 364, 411, 458, 505, 552, 564, 599, 646, 693, 740, 787, 834, 881, 928, 975, 1022, 1069, -1093, -1046, -999, -952, -905, -858, -811, -764, -717, -670, -623, -576, -529, -482, -435, -388, -341, -294, -247, -200, -153, -106, -59, -12) -> max value: -1093
(36, 83, 130, 177, 224, 271, 318, 365, 412, 459, 506, 517, 553, 600, 647, 694, 741, 788, 835, 882, 929, 976, 1023, 1070, -1092, -1045, -998, -951, -904, -857, -810, -763, -716, -669, -622, -575, -528, -481, -434, -387, -340, -293, -246, -199, -152, -105, -58, -11) -> max value: -1092
(37, 84, 131, 178, 225, 272, 319, 366, 413, 460, 470, 507, 554, 601, 648, 695, 742, 789, 836, 883, 930, 977, 1024, 1071, -1091, -1044, -997, -950, -903, -856, -809, -762, -715, -668, -621, -574, -527, -480, -433, -386, -339, -292, -245, -198, -151, -104, -57, -10) -> max value: -1091
(38, 85, 132, 179, 226, 273, 320, 367, 414, 423, 461, 508, 555, 602, 649, 696, 743, 790, 837, 884, 931, 978, 1025, 1072, -1090, -1043, -996, -949, -902, -855, -808, -761, -714, -667, -620, -573, -526, -479, -432, -385, -338, -291, -244, -197, -150, -103, -56, -9) -> max value: -1090
(39, 86, 133, 180, 227, 274, 321, 368, 376, 415, 462, 509, 556, 603, 650, 697, 744, 791, 838, 885, 932, 979, 1026, 1073, -1089, -1042, -995, -948, -901, -854, -807, -760, -713, -666, -619, -572, -525, -478, -431, -384, -337, -290, -243, -196, -149, -102, -55, -8) -> max value: -1089
(40, 87, 134, 181, 228, 275, 322, 329, 369, 416, 463, 510, 557, 604, 651, 698, 745, 792, 839, 886, 933, 980, 1027, 1074, -1088, -1041, -994, -947, -900, -853, -806, -759, -712, -665, -618, -571, -524, -477, -430, -383, -336, -289, -242, -195, -148, -101, -54, -7) -> max value: -1088
(41, 88, 135, 182, 229, 276, 282, 323, 370, 417, 464, 511, 558, 605, 652, 699, 746, 793, 840, 887, 934, 981, 1028, 1075, -1087, -1040, -993, -946, -899, -852, -805, -758, -711, -664, -617, -570, -523, -476, -429, -382, -335, -288, -241, -194, -147, -100, -53, -6) -> max value: -1087
(42, 89, 136, 183, 230, 235, 277, 324, 371, 418, 465, 512, 559, 606, 653, 700, 747, 794, 841, 888, 935, 982, 1029, 1076, -1086, -1039, -992, -945, -898, -851, -804, -757, -710, -663, -616, -569, -522, -475, -428, -381, -334, -287, -240, -193, -146, -99, -52, -5) -> max value: -1086
(43, 90, 137, 184, 188, 231, 278, 325, 372, 419, 466, 513, 560, 607, 654, 701, 748, 795, 842, 889, 936, 983, 1030, 1077, -1085, -1038, -991, -944, -897, -850, -803, -756, -709, -662, -615, -568, -521, -474, -427, -380, -333, -286, -239, -192, -145, -98, -51, -4) -> max value: -1085
(44, 91, 138, 141, 185, 232, 279, 326, 373, 420, 467, 514, 561, 608, 655, 702, 749, 796, 843, 890, 937, 984, 1031, 1078, -1084, -1037, -990, -943, -896, -849, -802, -755, -708, -661, -614, -567, -520, -473, -426, -379, -332, -285, -238, -191, -144, -97, -50, -3) -> max value: -1084
(45, 92, 94, 139, 186, 233, 280, 327, 374, 421, 468, 515, 562, 609, 656, 703, 750, 797, 844, 891, 938, 985, 1032, 1079, -1083, -1036, -989, -942, -895, -848, -801, -754, -707, -660, -613, -566, -519, -472, -425, -378, -331, -284, -237, -190, -143, -96, -49, -2) -> max value: -1083
(46, 47, 93, 140, 187, 234, 281, 328, 375, 422, 469, 516, 563, 610, 657, 704, 751, 798, 845, 892, 939, 986, 1033, 1080, -1082, -1035, -988, -941, -894, -847, -800, -753, -706, -659, -612, -565, -518, -471, -424, -377, -330, -283, -236, -189, -142, -95, -48, -1) -> max value: -1082
