-1,-14,-27,-40,-53,-66,77,64,51,38,25,13,12
-2,-15,-28,-41,-54,-67,76,63,50,37,26,24,11
-3,-16,-29,-42,-55,-68,75,62,49,39,36,23,10
-4,-17,-30,-43,-56,-69,74,61,52,48,35,22,9
-5,-18,-31,-44,-57,-70,73,65,60,47,34,21,8
-6,-19,-32,-45,-58,-71,78,72,59,46,33,20,7
