1,36,71,106,141,176,211,246,281,316,351,386,421,456,491,526,561,596,631,666,701,736,771,806,841,876,911,946,981,1016,1051,1086,1121,1156,1190,1191
2,37,72,107,142,177,212,247,282,317,352,387,422,457,492,527,562,597,632,667,702,737,772,807,842,877,912,947,982,1017,1052,1087,1122,1155,1157,1192
3,38,73,108,143,178,213,248,283,318,353,388,423,458,493,528,563,598,633,668,703,738,773,808,843,878,913,948,983,1018,1053,1088,1120,1123,1158,1193
4,39,74,109,144,179,214,249,284,319,354,389,424,459,494,529,564,599,634,669,704,739,774,809,844,879,914,949,984,1019,1054,1085,1089,1124,1159,1194
5,40,75,110,145,180,215,250,285,320,355,390,425,460,495,530,565,600,635,670,705,740,775,810,845,880,915,950,985,1020,1050,1055,1090,1125,1160,1195
6,41,76,111,146,181,216,251,286,321,356,391,426,461,496,531,566,601,636,671,706,741,776,811,846,881,916,951,986,1015,1021,1056,1091,1126,1161,1196
7,42,77,112,147,182,217,252,287,322,357,392,427,462,497,532,567,602,637,672,707,742,777,812,847,882,917,952,980,987,1022,1057,1092,1127,1162,1197
8,43,78,113,148,183,218,253,288,323,358,393,428,463,498,533,568,603,638,673,708,743,778,813,848,883,918,945,953,988,1023,1058,1093,1128,1163,1198
9,44,79,114,149,184,219,254,289,324,359,394,429,464,499,534,569,604,639,674,709,744,779,814,849,884,910,919,954,989,1024,1059,1094,1129,1164,1199
10,45,80,115,150,185,220,255,290,325,360,395,430,465,500,535,570,605,640,675,710,745,780,815,850,875,885,920,955,990,1025,1060,1095,1130,1165,1200
11,46,81,116,151,186,221,256,291,326,361,396,431,466,501,536,571,606,641,676,711,746,781,816,840,851,886,921,956,991,1026,1061,1096,1131,1166,1201
12,47,82,117,152,187,222,257,292,327,362,397,432,467,502,537,572,607,642,677,712,747,782,805,817,852,887,922,957,992,1027,1062,1097,1132,1167,1202
13,48,83,118,153,188,223,258,293,328,363,398,433,468,503,538,573,608,643,678,713,748,770,783,818,853,888,923,958,993,1028,1063,1098,1133,1168,1203
14,49,84,119,154,189,224,259,294,329,364,399,434,469,504,539,574,609,644,679,714,735,749,784,819,854,889,924,959,994,1029,1064,1099,1134,1169,1204
15,50,85,120,155,190,225,260,295,330,365,400,435,470,505,540,575,610,645,680,700,715,750,785,820,855,890,925,960,995,1030,1065,1100,1135,1170,1205
16,51,86,121,156,191,226,261,296,331,366,401,436,471,506,541,576,611,646,665,681,716,751,786,821,856,891,926,961,996,1031,1066,1101,1136,1171,1206
17,52,87,122,157,192,227,262,297,332,367,402,437,472,507,542,577,612,630,647,682,717,752,787,822,857,892,927,962,997,1032,1067,1102,1137,1172,1207
18,53,88,123,158,193,228,263,298,333,368,403,438,473,508,543,578,595,613,648,683,718,753,788,823,858,893,928,963,998,1033,1068,1103,1138,1173,1208
19,54,89,124,159,194,229,264,299,334,369,404,439,474,509,544,560,579,614,649,684,719,754,789,824,859,894,929,964,999,1034,1069,1104,1139,1174,1209
20,55,90,125,160,195,230,265,300,335,370,405,440,475,510,525,545,580,615,650,685,720,755,790,825,860,895,930,965,1000,1035,1070,1105,1140,1175,1210
21,56,91,126,161,196,231,266,301,336,371,406,441,476,490,511,546,581,616,651,686,721,756,791,826,861,896,931,966,1001,1036,1071,1106,1141,1176,1211
22,57,92,127,162,197,232,267,302,337,372,407,442,455,477,512,547,582,617,652,687,722,757,792,827,862,897,932,967,1002,1037,1072,1107,1142,1177,1212
23,58,93,128,163,198,233,268,303,338,373,408,420,443,478,513,548,583,618,653,688,723,758,793,828,863,898,933,968,1003,1038,1073,1108,1143,1178,1213
24,59,94,129,164,199,234,269,304,339,374,385,409,444,479,514,549,584,619,654,689,724,759,794,829,864,899,934,969,1004,1039,1074,1109,1144,1179,1214
25,60,95,130,165,200,235,270,305,340,350,375,410,445,480,515,550,585,620,655,690,725,760,795,830,865,900,935,970,1005,1040,1075,1110,1145,1180,1215
26,61,96,131,166,201,236,271,306,315,341,376,411,446,481,516,551,586,621,656,691,726,761,796,831,866,901,936,971,1006,1041,1076,1111,1146,1181,1216
27,62,97,132,167,202,237,272,280,307,342,377,412,447,482,517,552,587,622,657,692,727,762,797,832,867,902,937,972,1007,1042,1077,1112,1147,1182,1217
28,63,98,133,168,203,238,245,273,308,343,378,413,448,483,518,553,588,623,658,693,728,763,798,833,868,903,938,973,1008,1043,1078,1113,1148,1183,1218
29,64,99,134,169,204,210,239,274,309,344,379,414,449,484,519,554,589,624,659,694,729,764,799,834,869,904,939,974,1009,1044,1079,1114,1149,1184,1219
30,65,100,135,170,175,205,240,275,310,345,380,415,450,485,520,555,590,625,660,695,730,765,800,835,870,905,940,975,1010,1045,1080,1115,1150,1185,1220
31,66,101,136,140,171,206,241,276,311,346,381,416,451,486,521,556,591,626,661,696,731,766,801,836,871,906,941,976,1011,1046,1081,1116,1151,1186,1221
32,67,102,105,137,172,207,242,277,312,347,382,417,452,487,522,557,592,627,662,697,732,767,802,837,872,907,942,977,1012,1047,1082,1117,1152,1187,1222
33,68,70,103,138,173,208,243,278,313,348,383,418,453,488,523,558,593,628,663,698,733,768,803,838,873,908,943,978,1013,1048,1083,1118,1153,1188,1223
34,35,69,104,139,174,209,244,279,314,349,384,419,454,489,524,559,594,629,664,699,734,769,804,839,874,909,944,979,1014,1049,1084,1119,1154,1189,1224
