1,32,63,94,125,156,187,218,249,280,311,342,373,404,435,466,497,528,559,590,621,652,683,714,745,776,807,838,869,900,930,931
2,33,64,95,126,157,188,219,250,281,312,343,374,405,436,467,498,529,560,591,622,653,684,715,746,777,808,839,870,899,901,932
3,34,65,96,127,158,189,220,251,282,313,344,375,406,437,468,499,530,561,592,623,654,685,716,747,778,809,840,868,871,902,933
4,35,66,97,128,159,190,221,252,283,314,345,376,407,438,469,500,531,562,593,624,655,686,717,748,779,810,837,841,872,903,934
5,36,67,98,129,160,191,222,253,284,315,346,377,408,439,470,501,532,563,594,625,656,687,718,749,780,806,811,842,873,904,935
6,37,68,99,130,161,192,223,254,285,316,347,378,409,440,471,502,533,564,595,626,657,688,719,750,775,781,812,843,874,905,936
7,38,69,100,131,162,193,224,255,286,317,348,379,410,441,472,503,534,565,596,627,658,689,720,744,751,782,813,844,875,906,937
8,39,70,101,132,163,194,225,256,287,318,349,380,411,442,473,504,535,566,597,628,659,690,713,721,752,783,814,845,876,907,938
9,40,71,102,133,164,195,226,257,288,319,350,381,412,443,474,505,536,567,598,629,660,682,691,722,753,784,815,846,877,908,939
10,41,72,103,134,165,196,227,258,289,320,351,382,413,444,475,506,537,568,599,630,651,661,692,723,754,785,816,847,878,909,940
11,42,73,104,135,166,197,228,259,290,321,352,383,414,445,476,507,538,569,600,620,631,662,693,724,755,786,817,848,879,910,941
12,43,74,105,136,167,198,229,260,291,322,353,384,415,446,477,508,539,570,589,601,632,663,694,725,756,787,818,849,880,911,942
13,44,75,106,137,168,199,230,261,292,323,354,385,416,447,478,509,540,558,571,602,633,664,695,726,757,788,819,850,881,912,943
14,45,76,107,138,169,200,231,262,293,324,355,386,417,448,479,510,527,541,572,603,634,665,696,727,758,789,820,851,882,913,944
15,46,77,108,139,170,201,232,263,294,325,356,387,418,449,480,496,511,542,573,604,635,666,697,728,759,790,821,852,883,914,945
