1,28,55,82,109,136,163,190,217,244,271,298,325,352,379,406,433,460,487,514,541,568,595,622,649,676,702,703
2,29,56,83,110,137,164,191,218,245,272,299,326,353,380,407,434,461,488,515,542,569,596,623,650,675,677,704
3,30,57,84,111,138,165,192,219,246,273,300,327,354,381,408,435,462,489,516,543,570,597,624,648,651,678,705
4,31,58,85,112,139,166,193,220,247,274,301,328,355,382,409,436,463,490,517,544,571,598,621,625,652,679,706
5,32,59,86,113,140,167,194,221,248,275,302,329,356,383,410,437,464,491,518,545,572,594,599,626,653,680,707
6,33,60,87,114,141,168,195,222,249,276,303,330,357,384,411,438,465,492,519,546,567,573,600,627,654,681,708
7,34,61,88,115,142,169,196,223,250,277,304,331,358,385,412,439,466,493,520,540,547,574,601,628,655,682,709
8,35,62,89,116,143,170,197,224,251,278,305,332,359,386,413,440,467,494,513,521,548,575,602,629,656,683,710
9,36,63,90,117,144,171,198,225,252,279,306,333,360,387,414,441,468,486,495,522,549,576,603,630,657,684,711
10,37,64,91,118,145,172,199,226,253,280,307,334,361,388,415,442,459,469,496,523,550,577,604,631,658,685,712
11,38,65,92,119,146,173,200,227,254,281,308,335,362,389,416,432,443,470,497,524,551,578,605,632,659,686,713
12,39,66,93,120,147,174,201,228,255,282,309,336,363,390,405,417,444,471,498,525,552,579,606,633,660,687,714
13,40,67,94,121,148,175,202,229,256,283,310,337,364,378,391,418,445,472,499,526,553,580,607,634,661,688,715
14,41,68,95,122,149,176,203,230,257,284,311,338,351,365,392,419,446,473,500,527,554,581,608,635,662,689,716
15,42,69,96,123,150,177,204,231,258,285,312,324,339,366,393,420,447,474,501,528,555,582,609,636,663,690,717
16,43,70,97,124,151,178,205,232,259,286,297,313,340,367,394,421,448,475,502,529,556,583,610,637,664,691,718
17,44,71,98,125,152,179,206,233,260,270,287,314,341,368,395,422,449,476,503,530,557,584,611,638,665,692,719
18,45,72,99,126,153,180,207,234,243,261,288,315,342,369,396,423,450,477,504,531,558,585,612,639,666,693,720
19,46,73,100,127,154,181,208,216,235,262,289,316,343,370,397,424,451,478,505,532,559,586,613,640,667,694,721
20,47,74,101,128,155,182,189,209,236,263,290,317,344,371,398,425,452,479,506,533,560,587,614,641,668,695,722
21,48,75,102,129,156,162,183,210,237,264,291,318,345,372,399,426,453,480,507,534,561,588,615,642,669,696,723
22,49,76,103,130,135,157,184,211,238,265,292,319,346,373,400,427,454,481,508,535,562,589,616,643,670,697,724
23,50,77,104,108,131,158,185,212,239,266,293,320,347,374,401,428,455,482,509,536,563,590,617,644,671,698,725
24,51,78,81,105,132,159,186,213,240,267,294,321,348,375,402,429,456,483,510,537,564,591,618,645,672,699,726
25,52,54,79,106,133,160,187,214,241,268,295,322,349,376,403,430,457,484,511,538,565,592,619,646,673,700,727
26,27,53,80,107,134,161,188,215,242,269,296,323,350,377,404,431,458,485,512,539,566,593,620,647,674,701,728
