1,34,67,100,133,166,199,232,265,298,331,364,397,430,463,496,529,562,595,628,661,694,727,760,793,826,859,892,925,958,991,1024,1056,1057
2,35,68,101,134,167,200,233,266,299,332,365,398,431,464,497,530,563,596,629,662,695,728,761,794,827,860,893,926,959,992,1023,1025,1058
3,36,69,102,135,168,201,234,267,300,333,366,399,432,465,498,531,564,597,630,663,696,729,762,795,828,861,894,927,960,990,993,1026,1059
4,37,70,103,136,169,202,235,268,301,334,367,400,433,466,499,532,565,598,631,664,697,730,763,796,829,862,895,928,957,961,994,1027,1060
5,38,71,104,137,170,203,236,269,302,335,368,401,434,467,500,533,566,599,632,665,698,731,764,797,830,863,896,924,929,962,995,1028,1061
6,39,72,105,138,171,204,237,270,303,336,369,402,435,468,501,534,567,600,633,666,699,732,765,798,831,864,891,897,930,963,996,1029,1062
7,40,73,106,139,172,205,238,271,304,337,370,403,436,469,502,535,568,601,634,667,700,733,766,799,832,858,865,898,931,964,997,1030,1063
8,41,74,107,140,173,206,239,272,305,338,371,404,437,470,503,536,569,602,635,668,701,734,767,800,825,833,866,899,932,965,998,1031,1064
9,42,75,108,141,174,207,240,273,306,339,372,405,438,471,504,537,570,603,636,669,702,735,768,792,801,834,867,900,933,966,999,1032,1065
10,43,76,109,142,175,208,241,274,307,340,373,406,439,472,505,538,571,604,637,670,703,736,759,769,802,835,868,901,934,967,1000,1033,1066
11,44,77,110,143,176,209,242,275,308,341,374,407,440,473,506,539,572,605,638,671,704,726,737,770,803,836,869,902,935,968,1001,1034,1067
12,45,78,111,144,177,210,243,276,309,342,375,408,441,474,507,540,573,606,639,672,693,705,738,771,804,837,870,903,936,969,1002,1035,1068
13,46,79,112,145,178,211,244,277,310,343,376,409,442,475,508,541,574,607,640,660,673,706,739,772,805,838,871,904,937,970,1003,1036,1069
14,47,80,113,146,179,212,245,278,311,344,377,410,443,476,509,542,575,608,627,641,674,707,740,773,806,839,872,905,938,971,1004,1037,1070
15,48,81,114,147,180,213,246,279,312,345,378,411,444,477,510,543,576,594,609,642,675,708,741,774,807,840,873,906,939,972,1005,1038,1071
16,49,82,115,148,181,214,247,280,313,346,379,412,445,478,511,544,561,577,610,643,676,709,742,775,808,841,874,907,940,973,1006,1039,1072
17,50,83,116,149,182,215,248,281,314,347,380,413,446,479,512,528,545,578,611,644,677,710,743,776,809,842,875,908,941,974,1007,1040,1073
18,51,84,117,150,183,216,249,282,315,348,381,414,447,480,495,513,546,579,612,645,678,711,744,777,810,843,876,909,942,975,1008,1041,1074
19,52,85,118,151,184,217,250,283,316,349,382,415,448,462,481,514,547,580,613,646,679,712,745,778,811,844,877,910,943,976,1009,1042,1075
20,53,86,119,152,185,218,251,284,317,350,383,416,429,449,482,515,548,581,614,647,680,713,746,779,812,845,878,911,944,977,1010,1043,1076
21,54,87,120,153,186,219,252,285,318,351,384,396,417,450,483,516,549,582,615,648,681,714,747,780,813,846,879,912,945,978,1011,1044,1077
22,55,88,121,154,187,220,253,286,319,352,363,385,418,451,484,517,550,583,616,649,682,715,748,781,814,847,880,913,946,979,1012,1045,1078
23,56,89,122,155,188,221,254,287,320,330,353,386,419,452,485,518,551,584,617,650,683,716,749,782,815,848,881,914,947,980,1013,1046,1079
24,57,90,123,156,189,222,255,288,297,321,354,387,420,453,486,519,552,585,618,651,684,717,750,783,816,849,882,915,948,981,1014,1047,1080
25,58,91,124,157,190,223,256,264,289,322,355,388,421,454,487,520,553,586,619,652,685,718,751,784,817,850,883,916,949,982,1015,1048,1081
26,59,92,125,158,191,224,231,257,290,323,356,389,422,455,488,521,554,587,620,653,686,719,752,785,818,851,884,917,950,983,1016,1049,1082
27,60,93,126,159,192,198,225,258,291,324,357,390,423,456,489,522,555,588,621,654,687,720,753,786,819,852,885,918,951,984,1017,1050,1083
28,61,94,127,160,165,193,226,259,292,325,358,391,424,457,490,523,556,589,622,655,688,721,754,787,820,853,886,919,952,985,1018,1051,1084
29,62,95,128,132,161,194,227,260,293,326,359,392,425,458,491,524,557,590,623,656,689,722,755,788,821,854,887,920,953,986,1019,1052,1085
30,63,96,99,129,162,195,228,261,294,327,360,393,426,459,492,525,558,591,624,657,690,723,756,789,822,855,888,921,954,987,1020,1053,1086
31,64,66,97,130,163,196,229,262,295,328,361,394,427,460,493,526,559,592,625,658,691,724,757,790,823,856,889,922,955,988,1021,1054,1087
32,33,65,98,131,164,197,230,263,296,329,362,395,428,461,494,527,560,593,626,659,692,725,758,791,824,857,890,923,956,989,1022,1055,1088
