1,38,75,112,149,186,223,260,297,334,371,408,445,482,519,556,593,630,-665,-628,-591,-554,-517,-480,-443,-406,-369,-332,-295,-258,-221,-184,-147,-110,-73,-37,-36
2,39,76,113,150,187,224,261,298,335,372,409,446,483,520,557,594,631,-664,-627,-590,-553,-516,-479,-442,-405,-368,-331,-294,-257,-220,-183,-146,-109,-74,-72,-35
3,40,77,114,151,188,225,262,299,336,373,410,447,484,521,558,595,632,-663,-626,-589,-552,-515,-478,-441,-404,-367,-330,-293,-256,-219,-182,-145,-111,-108,-71,-34
4,41,78,115,152,189,226,263,300,337,374,411,448,485,522,559,596,633,-662,-625,-588,-551,-514,-477,-440,-403,-366,-329,-292,-255,-218,-181,-148,-144,-107,-70,-33
5,42,79,116,153,190,227,264,301,338,375,412,449,486,523,560,597,634,-661,-624,-587,-550,-513,-476,-439,-402,-365,-328,-291,-254,-217,-185,-180,-143,-106,-69,-32
6,43,80,117,154,191,228,265,302,339,376,413,450,487,524,561,598,635,-660,-623,-586,-549,-512,-475,-438,-401,-364,-327,-290,-253,-222,-216,-179,-142,-105,-68,-31
7,44,81,118,155,192,229,266,303,340,377,414,451,488,525,562,599,636,-659,-622,-585,-548,-511,-474,-437,-400,-363,-326,-289,-259,-252,-215,-178,-141,-104,-67,-30
8,45,82,119,156,193,230,267,304,341,378,415,452,489,526,563,600,637,-658,-621,-584,-547,-510,-473,-436,-399,-362,-325,-296,-288,-251,-214,-177,-140,-103,-66,-29
9,46,83,120,157,194,231,268,305,342,379,416,453,490,527,564,601,638,-657,-620,-583,-546,-509,-472,-435,-398,-361,-333,-324,-287,-250,-213,-176,-139,-102,-65,-28
10,47,84,121,158,195,232,269,306,343,380,417,454,491,528,565,602,639,-656,-619,-582,-545,-508,-471,-434,-397,-370,-360,-323,-286,-249,-212,-175,-138,-101,-64,-27
11,48,85,122,159,196,233,270,307,344,381,418,455,492,529,566,603,640,-655,-618,-581,-544,-507,-470,-433,-407,-396,-359,-322,-285,-248,-211,-174,-137,-100,-63,-26
12,49,86,123,160,197,234,271,308,345,382,419,456,493,530,567,604,641,-654,-617,-580,-543,-506,-469,-444,-432,-395,-358,-321,-284,-247,-210,-173,-136,-99,-62,-25
13,50,87,124,161,198,235,272,309,346,383,420,457,494,531,568,605,642,-653,-616,-579,-542,-505,-481,-468,-431,-394,-357,-320,-283,-246,-209,-172,-135,-98,-61,-24
14,51,88,125,162,199,236,273,310,347,384,421,458,495,532,569,606,643,-652,-615,-578,-541,-518,-504,-467,-430,-393,-356,-319,-282,-245,-208,-171,-134,-97,-60,-23
15,52,89,126,163,200,237,274,311,348,385,422,459,496,533,570,607,644,-651,-614,-577,-555,-540,-503,-466,-429,-392,-355,-318,-281,-244,-207,-170,-133,-96,-59,-22
16,53,90,127,164,201,238,275,312,349,386,423,460,497,534,571,608,645,-650,-613,-592,-576,-539,-502,-465,-428,-391,-354,-317,-280,-243,-206,-169,-132,-95,-58,-21
17,54,91,128,165,202,239,276,313,350,387,424,461,498,535,572,609,646,-649,-629,-612,-575,-538,-501,-464,-427,-390,-353,-316,-279,-242,-205,-168,-131,-94,-57,-20
18,55,92,129,166,203,240,277,314,351,388,425,462,499,536,573,610,647,-666,-648,-611,-574,-537,-500,-463,-426,-389,-352,-315,-278,-241,-204,-167,-130,-93,-56,-19
