1,196,391,586,781,976,1171,1366,1561,1756,1951,2146,2341,2536,2731,2926,3121,3316,3511,3706,3901,4096,4291,4486,4681,4876,5071,5266,5461,5656,5851,6046,6241,6436,6631,6826,7021,7216,7411,7606,7801,7996,8191,8386,8581,8776,8971,9166,9361,9556,9751,9946,10141,10336,10531,10726,10921,11116,11311,11506,11701,11896,12091,12286,12481,12676,12871,13066,13261,13456,13651,13846,14041,14236,14431,14626,14821,15016,15211,15406,15601,15796,15991,16186,16381,16576,16771,16966,17161,17356,17551,17746,17941,18136,18331,18526,18721,18916,19111,19306,19501,19696,19891,20086,20281,20476,20671,20866,21061,21256,21451,21646,21841,22036,22231,22426,22621,22816,23011,23206,23401,23596,23791,23986,24181,24376,24571,24766,24961,25156,25351,25546,25741,25936,26131,26326,26521,26716,26911,27106,27301,27496,27691,27886,28081,28276,28471,28666,28861,29056,29251,29446,29641,29836,30031,30226,30421,30616,30811,31006,31201,31396,31591,31786,31981,32176,32371,32566,32761,32956,33151,33346,33541,33736,33931,34126,34321,34516,34711,34906,35101,35296,35491,35686,35881,36076,36271,36466,36661,36856,37051,37246,37441,37636,37830,37831
2,197,392,587,782,977,1172,1367,1562,1757,1952,2147,2342,2537,2732,2927,3122,3317,3512,3707,3902,4097,4292,4487,4682,4877,5072,5267,5462,5657,5852,6047,6242,6437,6632,6827,7022,7217,7412,7607,7802,7997,8192,8387,8582,8777,8972,9167,9362,9557,9752,9947,10142,10337,10532,10727,10922,11117,11312,11507,11702,11897,12092,12287,12482,12677,12872,13067,13262,13457,13652,13847,14042,14237,14432,14627,14822,15017,15212,15407,15602,15797,15992,16187,16382,16577,16772,16967,17162,17357,17552,17747,17942,18137,18332,18527,18722,18917,19112,19307,19502,19697,19892,20087,20282,20477,20672,20867,21062,21257,21452,21647,21842,22037,22232,22427,22622,22817,23012,23207,23402,23597,23792,23987,24182,24377,24572,24767,24962,25157,25352,25547,25742,25937,26132,26327,26522,26717,26912,27107,27302,27497,27692,27887,28082,28277,28472,28667,28862,29057,29252,29447,29642,29837,30032,30227,30422,30617,30812,31007,31202,31397,31592,31787,31982,32177,32372,32567,32762,32957,33152,33347,33542,33737,33932,34127,34322,34517,34712,34907,35102,35297,35492,35687,35882,36077,36272,36467,36662,36857,37052,37247,37442,37635,37637,37832
3,198,393,588,783,978,1173,1368,1563,1758,1953,2148,2343,2538,2733,2928,3123,3318,3513,3708,3903,4098,4293,4488,4683,4878,5073,5268,5463,5658,5853,6048,6243,6438,6633,6828,7023,7218,7413,7608,7803,7998,8193,8388,8583,8778,8973,9168,9363,9558,9753,9948,10143,10338,10533,10728,10923,11118,11313,11508,11703,11898,12093,12288,12483,12678,12873,13068,13263,13458,13653,13848,14043,14238,14433,14628,14823,15018,15213,15408,15603,15798,15993,16188,16383,16578,16773,16968,17163,17358,17553,17748,17943,18138,18333,18528,18723,18918,19113,19308,19503,19698,19893,20088,20283,20478,20673,20868,21063,21258,21453,21648,21843,22038,22233,22428,22623,22818,23013,23208,23403,23598,23793,23988,24183,24378,24573,24768,24963,25158,25353,25548,25743,25938,26133,26328,26523,26718,26913,27108,27303,27498,27693,27888,28083,28278,28473,28668,28863,29058,29253,29448,29643,29838,30033,30228,30423,30618,30813,31008,31203,31398,31593,31788,31983,32178,32373,32568,32763,32958,33153,33348,33543,33738,33933,34128,34323,34518,34713,34908,35103,35298,35493,35688,35883,36078,36273,36468,36663,36858,37053,37248,37440,37443,37638,37833
4,199,394,589,784,979,1174,1369,1564,1759,1954,2149,2344,2539,2734,2929,3124,3319,3514,3709,3904,4099,4294,4489,4684,4879,5074,5269,5464,5659,5854,6049,6244,6439,6634,6829,7024,7219,7414,7609,7804,7999,8194,8389,8584,8779,8974,9169,9364,9559,9754,9949,10144,10339,10534,10729,10924,11119,11314,11509,11704,11899,12094,12289,12484,12679,12874,13069,13264,13459,13654,13849,14044,14239,14434,14629,14824,15019,15214,15409,15604,15799,15994,16189,16384,16579,16774,16969,17164,17359,17554,17749,17944,18139,18334,18529,18724,18919,19114,19309,19504,19699,19894,20089,20284,20479,20674,20869,21064,21259,21454,21649,21844,22039,22234,22429,22624,22819,23014,23209,23404,23599,23794,23989,24184,24379,24574,24769,24964,25159,25354,25549,25744,25939,26134,26329,26524,26719,26914,27109,27304,27499,27694,27889,28084,28279,28474,28669,28864,29059,29254,29449,29644,29839,30034,30229,30424,30619,30814,31009,31204,31399,31594,31789,31984,32179,32374,32569,32764,32959,33154,33349,33544,33739,33934,34129,34324,34519,34714,34909,35104,35299,35494,35689,35884,36079,36274,36469,36664,36859,37054,37245,37249,37444,37639,37834
5,200,395,590,785,980,1175,1370,1565,1760,1955,2150,2345,2540,2735,2930,3125,3320,3515,3710,3905,4100,4295,4490,4685,4880,5075,5270,5465,5660,5855,6050,6245,6440,6635,6830,7025,7220,7415,7610,7805,8000,8195,8390,8585,8780,8975,9170,9365,9560,9755,9950,10145,10340,10535,10730,10925,11120,11315,11510,11705,11900,12095,12290,12485,12680,12875,13070,13265,13460,13655,13850,14045,14240,14435,14630,14825,15020,15215,15410,15605,15800,15995,16190,16385,16580,16775,16970,17165,17360,17555,17750,17945,18140,18335,18530,18725,18920,19115,19310,19505,19700,19895,20090,20285,20480,20675,20870,21065,21260,21455,21650,21845,22040,22235,22430,22625,22820,23015,23210,23405,23600,23795,23990,24185,24380,24575,24770,24965,25160,25355,25550,25745,25940,26135,26330,26525,26720,26915,27110,27305,27500,27695,27890,28085,28280,28475,28670,28865,29060,29255,29450,29645,29840,30035,30230,30425,30620,30815,31010,31205,31400,31595,31790,31985,32180,32375,32570,32765,32960,33155,33350,33545,33740,33935,34130,34325,34520,34715,34910,35105,35300,35495,35690,35885,36080,36275,36470,36665,36860,37050,37055,37250,37445,37640,37835
6,201,396,591,786,981,1176,1371,1566,1761,1956,2151,2346,2541,2736,2931,3126,3321,3516,3711,3906,4101,4296,4491,4686,4881,5076,5271,5466,5661,5856,6051,6246,6441,6636,6831,7026,7221,7416,7611,7806,8001,8196,8391,8586,8781,8976,9171,9366,9561,9756,9951,10146,10341,10536,10731,10926,11121,11316,11511,11706,11901,12096,12291,12486,12681,12876,13071,13266,13461,13656,13851,14046,14241,14436,14631,14826,15021,15216,15411,15606,15801,15996,16191,16386,16581,16776,16971,17166,17361,17556,17751,17946,18141,18336,18531,18726,18921,19116,19311,19506,19701,19896,20091,20286,20481,20676,20871,21066,21261,21456,21651,21846,22041,22236,22431,22626,22821,23016,23211,23406,23601,23796,23991,24186,24381,24576,24771,24966,25161,25356,25551,25746,25941,26136,26331,26526,26721,26916,27111,27306,27501,27696,27891,28086,28281,28476,28671,28866,29061,29256,29451,29646,29841,30036,30231,30426,30621,30816,31011,31206,31401,31596,31791,31986,32181,32376,32571,32766,32961,33156,33351,33546,33741,33936,34131,34326,34521,34716,34911,35106,35301,35496,35691,35886,36081,36276,36471,36666,36855,36861,37056,37251,37446,37641,37836
7,202,397,592,787,982,1177,1372,1567,1762,1957,2152,2347,2542,2737,2932,3127,3322,3517,3712,3907,4102,4297,4492,4687,4882,5077,5272,5467,5662,5857,6052,6247,6442,6637,6832,7027,7222,7417,7612,7807,8002,8197,8392,8587,8782,8977,9172,9367,9562,9757,9952,10147,10342,10537,10732,10927,11122,11317,11512,11707,11902,12097,12292,12487,12682,12877,13072,13267,13462,13657,13852,14047,14242,14437,14632,14827,15022,15217,15412,15607,15802,15997,16192,16387,16582,16777,16972,17167,17362,17557,17752,17947,18142,18337,18532,18727,18922,19117,19312,19507,19702,19897,20092,20287,20482,20677,20872,21067,21262,21457,21652,21847,22042,22237,22432,22627,22822,23017,23212,23407,23602,23797,23992,24187,24382,24577,24772,24967,25162,25357,25552,25747,25942,26137,26332,26527,26722,26917,27112,27307,27502,27697,27892,28087,28282,28477,28672,28867,29062,29257,29452,29647,29842,30037,30232,30427,30622,30817,31012,31207,31402,31597,31792,31987,32182,32377,32572,32767,32962,33157,33352,33547,33742,33937,34132,34327,34522,34717,34912,35107,35302,35497,35692,35887,36082,36277,36472,36660,36667,36862,37057,37252,37447,37642,37837
8,203,398,593,788,983,1178,1373,1568,1763,1958,2153,2348,2543,2738,2933,3128,3323,3518,3713,3908,4103,4298,4493,4688,4883,5078,5273,5468,5663,5858,6053,6248,6443,6638,6833,7028,7223,7418,7613,7808,8003,8198,8393,8588,8783,8978,9173,9368,9563,9758,9953,10148,10343,10538,10733,10928,11123,11318,11513,11708,11903,12098,12293,12488,12683,12878,13073,13268,13463,13658,13853,14048,14243,14438,14633,14828,15023,15218,15413,15608,15803,15998,16193,16388,16583,16778,16973,17168,17363,17558,17753,17948,18143,18338,18533,18728,18923,19118,19313,19508,19703,19898,20093,20288,20483,20678,20873,21068,21263,21458,21653,21848,22043,22238,22433,22628,22823,23018,23213,23408,23603,23798,23993,24188,24383,24578,24773,24968,25163,25358,25553,25748,25943,26138,26333,26528,26723,26918,27113,27308,27503,27698,27893,28088,28283,28478,28673,28868,29063,29258,29453,29648,29843,30038,30233,30428,30623,30818,31013,31208,31403,31598,31793,31988,32183,32378,32573,32768,32963,33158,33353,33548,33743,33938,34133,34328,34523,34718,34913,35108,35303,35498,35693,35888,36083,36278,36465,36473,36668,36863,37058,37253,37448,37643,37838
9,204,399,594,789,984,1179,1374,1569,1764,1959,2154,2349,2544,2739,2934,3129,3324,3519,3714,3909,4104,4299,4494,4689,4884,5079,5274,5469,5664,5859,6054,6249,6444,6639,6834,7029,7224,7419,7614,7809,8004,8199,8394,8589,8784,8979,9174,9369,9564,9759,9954,10149,10344,10539,10734,10929,11124,11319,11514,11709,11904,12099,12294,12489,12684,12879,13074,13269,13464,13659,13854,14049,14244,14439,14634,14829,15024,15219,15414,15609,15804,15999,16194,16389,16584,16779,16974,17169,17364,17559,17754,17949,18144,18339,18534,18729,18924,19119,19314,19509,19704,19899,20094,20289,20484,20679,20874,21069,21264,21459,21654,21849,22044,22239,22434,22629,22824,23019,23214,23409,23604,23799,23994,24189,24384,24579,24774,24969,25164,25359,25554,25749,25944,26139,26334,26529,26724,26919,27114,27309,27504,27699,27894,28089,28284,28479,28674,28869,29064,29259,29454,29649,29844,30039,30234,30429,30624,30819,31014,31209,31404,31599,31794,31989,32184,32379,32574,32769,32964,33159,33354,33549,33744,33939,34134,34329,34524,34719,34914,35109,35304,35499,35694,35889,36084,36270,36279,36474,36669,36864,37059,37254,37449,37644,37839
10,205,400,595,790,985,1180,1375,1570,1765,1960,2155,2350,2545,2740,2935,3130,3325,3520,3715,3910,4105,4300,4495,4690,4885,5080,5275,5470,5665,5860,6055,6250,6445,6640,6835,7030,7225,7420,7615,7810,8005,8200,8395,8590,8785,8980,9175,9370,9565,9760,9955,10150,10345,10540,10735,10930,11125,11320,11515,11710,11905,12100,12295,12490,12685,12880,13075,13270,13465,13660,13855,14050,14245,14440,14635,14830,15025,15220,15415,15610,15805,16000,16195,16390,16585,16780,16975,17170,17365,17560,17755,17950,18145,18340,18535,18730,18925,19120,19315,19510,19705,19900,20095,20290,20485,20680,20875,21070,21265,21460,21655,21850,22045,22240,22435,22630,22825,23020,23215,23410,23605,23800,23995,24190,24385,24580,24775,24970,25165,25360,25555,25750,25945,26140,26335,26530,26725,26920,27115,27310,27505,27700,27895,28090,28285,28480,28675,28870,29065,29260,29455,29650,29845,30040,30235,30430,30625,30820,31015,31210,31405,31600,31795,31990,32185,32380,32575,32770,32965,33160,33355,33550,33745,33940,34135,34330,34525,34720,34915,35110,35305,35500,35695,35890,36075,36085,36280,36475,36670,36865,37060,37255,37450,37645,37840
